player_name,position,season,fpts_pg,fpts_season,vorp_pg,vorp_season,replacement_pg,est_games,adp,adp_round
Keenan Allen,WR,2023,11.3,169.5,2.88,43.2,8.42,15,42.7,4
Travis Kelce,TE,2023,9.24,138.6,3.05,45.8,6.19,15,5.3,1
DeAndre Hopkins,WR,2023,8.42,126.3,0.0,0.0,8.42,15,52.7,5
Geno Smith,QB,2023,13.32,199.8,-2.52,-37.8,15.84,15,104.1,9
Cordarrelle Patterson,RB,2023,1.31,13.1,-5.42,-54.2,6.73,10,125.4,11
Odell Beckham Jr.,WR,2023,4.84,48.4,-3.58,-35.8,8.42,10,114.5,10
Brandin Cooks,WR,2023,8.09,80.9,-0.33,-3.3,8.42,10,91.5,8
Derek Carr,QB,2023,13.04,195.6,-2.8,-42.0,15.84,15,148.7,13
Jerick McKinnon,RB,2023,1.68,16.8,-5.05,-50.5,6.73,10,120.6,11
Davante Adams,WR,2023,9.84,147.6,1.42,21.3,8.42,15,17.3,2
Mike Evans,WR,2023,15.48,232.2,7.06,105.9,8.42,15,66.2,6
Amari Cooper,WR,2023,11.78,176.7,3.36,50.4,8.42,15,31.2,3
Stefon Diggs,WR,2023,9.88,148.2,1.46,21.9,8.42,15,11.1,1
Darren Waller,TE,2023,6.31,94.6,0.12,1.8,6.19,15,70.3,6
Raheem Mostert,RB,2023,13.32,199.8,6.59,98.8,6.73,15,110.2,10
Tyler Lockett,WR,2023,7.62,114.3,-0.8,-12.0,8.42,15,62.7,6
Derrick Henry,RB,2023,14.32,214.8,7.59,113.8,6.73,15,12.6,2
Michael Thomas,WR,2023,7.67,115.0,-0.75,-11.2,8.42,15,107.0,9
Tyler Boyd,WR,2023,5.96,89.4,-2.46,-36.9,8.42,15,134.6,12
Tyreek Hill,WR,2023,20.01,300.2,11.59,173.8,8.42,15,4.6,1
Dak Prescott,QB,2023,18.84,282.6,3.0,45.0,15.84,15,76.6,7
Jared Goff,QB,2023,18.84,282.6,3.0,45.0,15.84,15,120.7,11
Tyler Higbee,TE,2023,4.44,44.4,-1.75,-17.5,6.19,10,152.7,13
Christian McCaffrey,RB,2023,17.45,261.8,10.72,160.8,6.73,15,2.3,1
George Kittle,TE,2023,8.55,85.5,2.36,23.6,6.19,10,59.0,5
Taysom Hill,TE,2023,2.07,20.7,-4.12,-41.2,6.19,10,173.6,15
Samaje Perine,RB,2023,2.03,20.3,-4.7,-47.0,6.73,10,93.9,8
Deshaun Watson,QB,2023,12.64,189.6,-3.2,-48.0,15.84,15,71.3,6
James Conner,RB,2023,8.12,121.8,1.39,20.8,6.73,15,57.2,5
Austin Ekeler,RB,2023,7.01,105.2,0.28,4.2,6.73,15,2.5,1
JuJu Smith-Schuster,WR,2023,2.54,25.4,-5.88,-58.8,8.42,10,110.7,10
Patrick Mahomes,QB,2023,18.32,274.8,2.48,37.2,15.84,15,18.4,2
Evan Engram,TE,2023,8.58,128.7,2.39,35.8,6.19,15,108.9,10
David Njoku,TE,2023,7.98,119.7,1.79,26.8,6.19,15,114.5,10
Zay Jones,WR,2023,5.42,81.3,-3.0,-45.0,8.42,15,143.7,12
Gerald Everett,TE,2023,4.44,44.4,-1.75,-17.5,6.19,10,153.6,13
Joe Mixon,RB,2023,8.14,122.1,1.41,21.2,6.73,15,31.0,3
Alvin Kamara,RB,2023,7.65,114.8,0.92,13.8,6.73,15,66.1,6
Cooper Kupp,WR,2023,7.23,108.4,-1.19,-17.8,8.42,15,8.9,1
Chris Godwin Jr.,WR,2023,7.92,118.8,-0.5,-7.5,8.42,15,68.1,6
D'Onta Foreman,RB,2023,5.82,87.3,-0.91,-13.6,6.73,15,118.2,10
Jamaal Williams,RB,2023,2.81,28.1,-3.92,-39.2,6.73,10,88.6,8
Gus Edwards,RB,2023,11.21,168.2,4.48,67.2,6.73,15,141.3,12
Marquez Valdes-Scantling,WR,2023,2.4,24.0,-6.02,-60.2,8.42,10,162.8,14
Courtland Sutton,WR,2023,13.68,205.2,5.26,78.9,8.42,15,92.9,8
Dallas Goedert,TE,2023,6.19,92.9,0.0,0.0,6.19,15,82.4,7
Dalton Schultz,TE,2023,6.0,60.0,-0.19,-1.9,6.19,10,110.4,10
Allen Lazard,WR,2023,3.39,33.9,-5.03,-50.3,8.42,10,120.6,11
Mark Andrews,TE,2023,7.38,110.7,1.19,17.8,6.19,15,32.3,3
Michael Gallup,WR,2023,2.6,26.0,-5.82,-58.2,8.42,10,155.0,13
Christian Kirk,WR,2023,8.76,131.4,0.34,5.1,8.42,15,64.0,6
Lamar Jackson,QB,2023,12.92,193.8,-2.92,-43.8,15.84,15,35.9,3
DJ Moore,WR,2023,8.68,130.2,0.26,3.9,8.42,15,41.7,4
Mike Gesicki,TE,2023,2.58,25.8,-3.61,-36.1,6.19,10,160.6,14
Calvin Ridley,WR,2023,6.88,103.2,-1.54,-23.1,8.42,15,36.1,4
Saquon Barkley,RB,2023,8.79,131.8,2.06,30.9,6.73,15,9.7,1
Josh Allen,QB,2023,18.32,274.8,2.48,37.2,15.84,15,25.1,3
Jakobi Meyers,WR,2023,6.93,104.0,-1.49,-22.4,8.42,15,132.9,12
Alexander Mattison,RB,2023,4.47,67.0,-2.26,-33.9,6.73,15,50.2,5
Hunter Renfrow,WR,2023,2.45,24.5,-5.97,-59.7,8.42,10,143.1,12
Diontae Johnson,WR,2023,7.86,117.9,-0.56,-8.4,8.42,15,71.4,6
Kyler Murray,QB,2023,13.24,198.6,-2.6,-39.0,15.84,15,137.6,12
T.J. Hockenson,TE,2023,8.68,130.2,2.49,37.4,6.19,15,52.6,5
Miles Sanders,RB,2023,3.17,31.7,-3.56,-35.6,6.73,10,45.9,4
Devin Singletary,RB,2023,4.92,73.8,-1.81,-27.2,6.73,15,122.0,11
Tony Pollard,RB,2023,6.73,101.0,0.0,0.0,6.73,15,13.5,2
DK Metcalf,WR,2023,9.32,139.8,0.9,13.5,8.42,15,35.1,3
Damien Harris,RB,2023,1.4,14.0,-5.33,-53.3,6.73,10,96.2,9
Terry McLaurin,WR,2023,8.28,124.2,-0.14,-2.1,8.42,15,51.6,5
Marquise Brown,WR,2023,6.28,94.2,-2.14,-32.1,8.42,15,70.8,6
A.J. Brown,WR,2023,11.24,168.6,2.82,42.3,8.42,15,13.6,2
David Montgomery,RB,2023,13.52,202.8,6.79,101.8,6.73,15,62.4,6
Dawson Knox,TE,2023,2.78,27.8,-3.41,-34.1,6.19,10,130.2,11
Josh Jacobs,RB,2023,7.74,116.1,1.01,15.2,6.73,15,19.1,2
Daniel Jones,QB,2023,5.12,76.8,-10.72,-160.8,15.84,15,94.1,8
Deebo Samuel Sr.,WR,2023,7.66,114.9,-0.76,-11.4,8.42,15,33.5,3
Gabe Davis,WR,2023,4.79,47.9,-3.63,-36.3,8.42,10,83.0,7
Tua Tagovailoa,QB,2023,14.48,217.2,-1.36,-20.4,15.84,15,81.2,7
Jonathan Taylor,RB,2023,13.81,207.2,7.08,106.2,6.73,15,24.8,3
Donovan Peoples-Jones,WR,2023,1.06,10.6,-7.36,-73.6,8.42,10,157.7,14
Zack Moss,RB,2023,6.33,95.0,-0.4,-6.0,6.73,15,170.5,15
Brandon Aiyuk,WR,2023,9.04,135.6,0.62,9.3,8.42,15,58.9,5
Jordan Love,QB,2023,17.84,267.6,2.0,30.0,15.84,15,158.2,14
D'Andre Swift,RB,2023,7.38,110.7,0.65,9.8,6.73,15,69.3,6
Cole Kmet,TE,2023,6.41,96.2,0.22,3.3,6.19,15,132.7,12
Darnell Mooney,WR,2023,4.24,42.4,-4.18,-41.8,8.42,10,122.5,11
Justin Jefferson,WR,2023,14.9,223.5,6.48,97.2,8.42,15,1.4,1
Chase Claypool,WR,2023,0.72,7.2,-7.7,-77.0,8.42,10,164.0,14
Antonio Gibson,RB,2023,3.14,31.4,-3.59,-35.9,6.73,10,87.6,8
K.J. Osborn,WR,2023,5.2,52.0,-3.22,-32.2,8.42,10,163.0,14
Justin Herbert,QB,2023,13.16,197.4,-2.68,-40.2,15.84,15,44.9,4
CeeDee Lamb,WR,2023,19.4,291.0,10.98,164.7,8.42,15,15.4,2
Clyde Edwards-Helaire,RB,2023,1.01,10.1,-5.72,-57.2,6.73,10,128.5,11
Joshua Kelley,RB,2023,1.6,16.0,-5.13,-51.3,6.73,10,164.1,14
Jalen Hurts,QB,2023,12.28,184.2,-3.56,-53.4,15.84,15,25.7,3
Jerry Jeudy,WR,2023,7.03,105.4,-1.39,-20.8,8.42,15,45.4,4
Tee Higgins,WR,2023,7.37,110.6,-1.05,-15.8,8.42,15,28.5,3
Cam Akers,RB,2023,3.32,33.2,-3.41,-34.1,6.73,10,48.6,5
Joe Burrow,QB,2023,17.62,264.3,1.78,26.7,15.84,15,40.9,4
Rashod Bateman,WR,2023,3.48,34.8,-4.94,-49.4,8.42,10,106.1,9
Nico Collins,WR,2023,10.88,163.2,2.46,36.9,8.42,15,126.4,11
Chuba Hubbard,RB,2023,5.32,79.8,-1.41,-21.2,6.73,15,153.8,13
Elijah Mitchell,RB,2023,2.3,23.0,-4.43,-44.3,6.73,10,100.6,9
Jaylen Waddle,WR,2023,8.78,131.7,0.36,5.4,8.42,15,22.8,2
Rhamondre Stevenson,RB,2023,6.09,91.4,-0.64,-9.6,6.73,15,25.5,3
Najee Harris,RB,2023,7.12,106.8,0.39,5.9,6.73,15,27.1,3
Pat Freiermuth,TE,2023,3.24,32.4,-2.95,-29.5,6.19,10,98.5,9
Ja'Marr Chase,WR,2023,9.73,146.0,1.31,19.7,8.42,15,5.6,1
Khalil Herbert,RB,2023,4.33,65.0,-2.4,-36.0,6.73,15,98.1,9
DeVonta Smith,WR,2023,8.36,125.4,-0.06,-0.9,8.42,15,30.1,3
Kadarius Toney,WR,2023,1.92,19.2,-6.5,-65.0,8.42,10,98.1,9
Kenneth Gainwell,RB,2023,2.72,27.2,-4.01,-40.1,6.73,10,114.1,10
Rondale Moore,WR,2023,3.68,36.8,-4.74,-47.4,8.42,10,135.2,12
Justin Fields,QB,2023,12.44,186.6,-3.4,-51.0,15.84,15,47.7,4
Amon-Ra St. Brown,WR,2023,19.44,291.6,11.02,165.3,8.42,15,17.1,2
Trevor Lawrence,QB,2023,14.3,214.5,-1.54,-23.1,15.84,15,56.1,5
Elijah Moore,WR,2023,6.77,101.6,-1.65,-24.8,8.42,15,101.4,9
Javonte Williams,RB,2023,5.73,86.0,-1.0,-15.0,6.73,15,65.7,6
Isiah Pacheco,RB,2023,7.84,117.6,1.11,16.7,6.73,15,59.6,5
Justyn Ross,WR,2023,0.76,7.6,-7.66,-76.6,8.42,10,166.5,14
Jaylen Warren,RB,2023,4.94,74.1,-1.79,-26.8,6.73,15,128.8,11
Drake London,WR,2023,7.27,109.0,-1.15,-17.2,8.42,15,56.2,5
Chris Olave,WR,2023,10.39,155.9,1.97,29.6,8.42,15,23.2,2
Jameson Williams,WR,2023,4.13,41.3,-4.29,-42.9,8.42,10,112.2,10
George Pickens,WR,2023,6.86,102.9,-1.56,-23.4,8.42,15,76.5,7
James Cook,RB,2023,7.03,105.4,0.3,4.5,6.73,15,71.6,6
Rachaad White,RB,2023,6.74,101.1,0.01,0.2,6.73,15,63.2,6
Dameon Pierce,RB,2023,3.51,52.6,-3.22,-48.3,6.73,15,50.7,5
Tyler Allgeier,RB,2023,4.41,66.2,-2.32,-34.8,6.73,15,109.2,10
Jerome Ford,RB,2023,4.93,73.9,-1.8,-27.0,6.73,15,158.9,14
Garrett Wilson,WR,2023,9.0,135.0,0.58,8.7,8.42,15,17.3,2
Jahan Dotson,WR,2023,4.1,41.0,-4.32,-43.2,8.42,10,78.8,7
Treylon Burks,WR,2023,2.88,28.8,-5.54,-55.4,8.42,10,90.7,8
Chig Okonkwo,TE,2023,4.74,47.4,-1.45,-14.5,6.19,10,132.9,12
Romeo Doubs,WR,2023,4.9,49.0,-3.52,-35.2,8.42,10,148.0,13
Brock Purdy,QB,2023,18.54,278.1,2.7,40.5,15.84,15,155.8,13
Zamir White,RB,2023,1.21,12.1,-5.52,-55.2,6.73,10,133.5,12
Skyy Moore,WR,2023,2.18,21.8,-6.24,-62.4,8.42,10,121.7,11
Kenny Pickett,QB,2023,7.64,114.6,-8.2,-123.0,15.84,15,160.2,14
Wan'Dale Robinson,WR,2023,4.4,44.0,-4.02,-40.2,8.42,10,163.5,14
Breece Hall,RB,2023,5.54,83.1,-1.19,-17.8,6.73,15,31.1,3
Christian Watson,WR,2023,5.82,87.3,-2.6,-39.0,8.42,15,49.1,5
Kenneth Walker III,RB,2023,7.12,106.8,0.39,5.9,6.73,15,39.5,4
Bijan Robinson,RB,2023,7.35,110.2,0.62,9.3,6.73,15,7.4,1
Jaxon Smith-Njigba,WR,2023,5.8,58.0,-2.62,-26.2,8.42,10,89.5,8
Quentin Johnston,WR,2023,3.08,30.8,-5.34,-53.4,8.42,10,95.8,8
Tank Bigsby,RB,2023,0.9,9.0,-5.83,-58.3,6.73,10,137.0,12
Dalton Kincaid,TE,2023,6.21,93.2,0.02,0.3,6.19,15,149.9,13
Jalin Hyatt,WR,2023,2.38,23.8,-6.04,-60.4,8.42,10,165.5,14
Jordan Addison,WR,2023,7.36,110.4,-1.06,-15.9,8.42,15,85.4,8
Roschon Johnson,RB,2023,2.92,29.2,-3.81,-38.1,6.73,10,154.6,13
De'Von Achane,RB,2023,6.83,102.4,0.1,1.5,6.73,15,113.7,10
Zay Flowers,WR,2023,8.14,122.1,-0.28,-4.2,8.42,15,104.8,9
Sam LaPorta,TE,2023,6.86,102.9,0.67,10.0,6.19,15,155.5,13
Jahmyr Gibbs,RB,2023,14.05,210.8,7.32,109.8,6.73,15,36.1,4
Zach Charbonnet,RB,2023,3.97,39.7,-2.76,-27.6,6.73,10,97.2,9
Aaron Rodgers,QB,2024,17.32,259.8,2.22,33.3,15.1,15,116.4,10
Matthew Stafford,QB,2024,13.34,200.1,-1.76,-26.4,15.1,15,119.1,10
Kirk Cousins,QB,2024,13.4,201.0,-1.7,-25.5,15.1,15,129.4,11
Adam Thielen,WR,2024,7.16,107.4,-2.25,-33.8,9.41,15,138.1,12
Keenan Allen,WR,2024,6.78,101.7,-2.63,-39.4,9.41,15,61.9,6
Travis Kelce,TE,2024,8.23,123.4,2.63,39.4,5.6,15,32.0,3
DeAndre Hopkins,WR,2024,4.97,49.7,-4.44,-44.4,9.41,10,91.7,8
Geno Smith,QB,2024,13.32,199.8,-1.78,-26.7,15.1,15,159.4,14
Brandin Cooks,WR,2024,3.73,56.0,-5.68,-85.2,9.41,15,117.7,10
Davante Adams,WR,2024,13.66,204.9,4.25,63.8,9.41,15,21.0,2
Mike Evans,WR,2024,12.19,182.8,2.78,41.7,9.41,15,29.1,3
Amari Cooper,WR,2024,6.36,95.4,-3.05,-45.8,9.41,15,49.5,5
Stefon Diggs,WR,2024,10.0,150.0,0.59,8.8,9.41,15,44.2,4
Raheem Mostert,RB,2024,1.72,17.2,-5.23,-52.3,6.95,10,68.0,6
Tyler Lockett,WR,2024,3.64,36.4,-5.77,-57.7,9.41,10,111.9,10
Derrick Henry,RB,2024,17.01,255.2,10.06,150.9,6.95,15,13.1,2
Tyreek Hill,WR,2024,7.32,109.8,-2.09,-31.4,9.41,15,3.9,1
Ezekiel Elliott,RB,2024,2.01,20.1,-4.94,-49.4,6.95,10,131.2,11
Dak Prescott,QB,2024,15.28,229.2,0.18,2.7,15.1,15,56.7,5
Jared Goff,QB,2024,19.2,288.0,4.1,61.5,15.1,15,92.3,8
Christian McCaffrey,RB,2024,6.45,96.8,-0.5,-7.5,6.95,15,1.3,1
Curtis Samuel,WR,2024,2.05,20.5,-7.36,-73.6,9.41,10,112.8,10
George Kittle,TE,2024,8.56,128.4,2.96,44.4,5.6,15,72.4,7
Taysom Hill,TE,2024,3.93,39.3,-1.67,-16.7,5.6,10,129.9,11
Mike Williams,WR,2024,2.87,28.7,-6.54,-65.4,9.41,10,117.7,10
Deshaun Watson,QB,2024,10.76,161.4,-4.34,-65.1,15.1,15,159.0,14
James Conner,RB,2024,9.34,140.1,2.39,35.8,6.95,15,45.0,4
Austin Ekeler,RB,2024,4.08,40.8,-2.87,-28.7,6.95,10,88.7,8
Patrick Mahomes,QB,2024,16.44,246.6,1.34,20.1,15.1,15,36.2,4
Evan Engram,TE,2024,6.12,91.8,0.52,7.8,5.6,15,89.3,8
David Njoku,TE,2024,6.92,103.8,1.32,19.8,5.6,15,102.9,9
Joe Mixon,RB,2024,15.34,230.1,8.39,125.8,6.95,15,28.4,3
Alvin Kamara,RB,2024,9.16,137.4,2.21,33.2,6.95,15,47.4,4
Cooper Kupp,WR,2024,8.25,123.8,-1.16,-17.4,9.41,15,22.6,2
Chris Godwin Jr.,WR,2024,16.14,242.1,6.73,101.0,9.41,15,71.5,6
Gus Edwards,RB,2024,2.7,40.5,-4.25,-63.8,6.95,15,86.9,8
Courtland Sutton,WR,2024,9.64,144.6,0.23,3.4,9.41,15,100.9,9
Dallas Goedert,TE,2024,5.45,54.5,-0.15,-1.5,5.6,10,133.8,12
Dalton Schultz,TE,2024,4.6,46.0,-1.0,-10.0,5.6,10,143.7,12
Mark Andrews,TE,2024,11.54,115.4,5.94,59.4,5.6,10,49.7,5
Christian Kirk,WR,2024,6.52,65.2,-2.89,-28.9,9.41,10,54.2,5
Nick Chubb,RB,2024,4.86,72.9,-2.09,-31.4,6.95,15,57.8,5
Lamar Jackson,QB,2024,17.88,268.2,2.78,41.7,15.1,15,40.6,4
DJ Moore,WR,2024,8.18,122.7,-1.23,-18.4,9.41,15,37.9,4
Calvin Ridley,WR,2024,8.06,120.9,-1.35,-20.2,9.41,15,74.2,7
Saquon Barkley,RB,2024,15.68,235.2,8.73,131.0,6.95,15,9.5,1
Josh Allen,QB,2024,17.34,260.1,2.24,33.6,15.1,15,27.3,3
Jakobi Meyers,WR,2024,9.34,140.1,-0.07,-1.0,9.41,15,160.4,14
Diontae Johnson,WR,2024,3.86,57.9,-5.55,-83.2,9.41,15,105.7,9
Kyler Murray,QB,2024,12.96,194.4,-2.14,-32.1,15.1,15,68.4,6
T.J. Hockenson,TE,2024,5.81,87.1,0.21,3.2,5.6,15,108.6,10
Devin Singletary,RB,2024,2.71,27.1,-4.24,-42.4,6.95,10,109.7,10
Tony Pollard,RB,2024,7.84,117.6,0.89,13.4,6.95,15,75.9,7
DK Metcalf,WR,2024,8.22,123.3,-1.19,-17.8,9.41,15,35.5,3
Terry McLaurin,WR,2024,14.72,220.8,5.31,79.6,9.41,15,70.6,6
A.J. Brown,WR,2024,17.42,261.3,8.01,120.2,9.41,15,11.2,1
David Montgomery,RB,2024,11.78,176.7,4.83,72.4,6.95,15,51.1,5
Josh Jacobs,RB,2024,14.53,218.0,7.58,113.7,6.95,15,19.9,2
Deebo Samuel Sr.,WR,2024,4.0,40.0,-5.41,-54.1,9.41,10,18.2,2
Rico Dowdle,RB,2024,7.48,112.2,0.53,8.0,6.95,15,114.0,10
J.K. Dobbins,RB,2024,12.93,194.0,5.98,89.7,6.95,15,120.3,11
Gabe Davis,WR,2024,3.29,32.9,-6.12,-61.2,9.41,10,164.2,14
Tua Tagovailoa,QB,2024,13.36,200.4,-1.74,-26.1,15.1,15,89.6,8
Jonathan Taylor,RB,2024,14.22,213.3,7.27,109.0,6.95,15,11.3,1
Zack Moss,RB,2024,4.54,68.1,-2.41,-36.2,6.95,15,75.3,7
Brandon Aiyuk,WR,2024,6.1,61.0,-3.31,-33.1,9.41,10,40.5,4
Jordan Love,QB,2024,16.96,254.4,1.86,27.9,15.1,15,78.7,7
D'Andre Swift,RB,2024,6.53,98.0,-0.42,-6.3,6.95,15,57.9,5
Justin Jefferson,WR,2024,11.74,176.1,2.33,35.0,9.41,15,8.3,1
Antonio Gibson,RB,2024,3.21,32.1,-3.74,-37.4,6.95,10,147.9,13
Justin Herbert,QB,2024,12.72,190.8,-2.38,-35.7,15.1,15,103.6,9
CeeDee Lamb,WR,2024,12.5,187.5,3.09,46.3,9.41,15,2.6,1
Jalen Hurts,QB,2024,12.08,120.8,-3.02,-30.2,15.1,10,33.9,3
Jerry Jeudy,WR,2024,10.08,151.2,0.67,10.0,9.41,15,127.7,11
Tee Higgins,WR,2024,16.54,248.1,7.13,107.0,9.41,15,48.5,5
Joe Burrow,QB,2024,22.84,342.6,7.74,116.1,15.1,15,81.0,7
Nico Collins,WR,2024,14.26,213.9,4.85,72.8,9.41,15,31.3,3
Chuba Hubbard,RB,2024,14.84,222.6,7.89,118.4,6.95,15,121.3,11
Jaylen Waddle,WR,2024,6.2,62.0,-3.21,-32.1,9.41,10,30.9,3
Rhamondre Stevenson,RB,2024,7.23,108.4,0.28,4.2,6.95,15,61.9,6
Najee Harris,RB,2024,7.12,106.8,0.17,2.6,6.95,15,55.9,5
Pat Freiermuth,TE,2024,4.74,47.4,-0.86,-8.6,5.6,10,118.3,10
Ja'Marr Chase,WR,2024,18.56,278.4,9.15,137.2,9.41,15,6.3,1
DeVonta Smith,WR,2024,16.12,241.8,6.71,100.6,9.41,15,40.2,4
Amon-Ra St. Brown,WR,2024,14.72,220.8,5.31,79.6,9.41,15,6.9,1
Trevor Lawrence,QB,2024,11.42,171.3,-3.68,-55.2,15.1,15,133.7,12
Javonte Williams,RB,2024,3.94,39.4,-3.01,-30.1,6.95,10,117.7,10
Isiah Pacheco,RB,2024,5.22,78.3,-1.73,-26.0,6.95,15,21.0,2
Jaylen Warren,RB,2024,5.43,81.4,-1.52,-22.8,6.95,15,82.5,7
Drake London,WR,2024,9.64,144.6,0.23,3.4,9.41,15,25.1,3
Chris Olave,WR,2024,6.5,65.0,-2.91,-29.1,9.41,10,25.3,3
Jameson Williams,WR,2024,10.12,151.8,0.71,10.6,9.41,15,99.9,9
George Pickens,WR,2024,9.07,136.0,-0.34,-5.1,9.41,15,54.7,5
James Cook,RB,2024,13.22,198.3,6.27,94.0,6.95,15,32.0,3
Rachaad White,RB,2024,4.33,65.0,-2.62,-39.3,6.95,15,29.1,3
Khalil Shakir,WR,2024,7.92,118.8,-1.49,-22.4,9.41,15,104.7,9
Tyler Allgeier,RB,2024,3.71,37.1,-3.24,-32.4,6.95,10,113.3,10
Jerome Ford,RB,2024,5.13,51.3,-1.82,-18.2,6.95,10,95.9,8
Ty Chandler,RB,2024,0.45,4.5,-6.5,-65.0,6.95,10,138.2,12
Rashid Shaheed,WR,2024,12.96,194.4,3.55,53.2,9.41,15,128.8,11
Garrett Wilson,WR,2024,8.58,128.7,-0.83,-12.4,9.41,15,13.3,2
Trey McBride,TE,2024,10.09,151.4,4.49,67.4,5.6,15,58.9,5
Romeo Doubs,WR,2024,6.7,67.0,-2.71,-27.1,9.41,10,100.0,9
Brock Purdy,QB,2024,14.4,216.0,-0.7,-10.5,15.1,15,61.7,6
Isaiah Likely,TE,2024,3.68,36.8,-1.92,-19.2,5.6,10,166.4,14
Kyren Williams,RB,2024,15.47,232.0,8.52,127.8,6.95,15,14.8,2
Zamir White,RB,2024,2.06,20.6,-4.89,-48.9,6.95,10,64.8,6
Jake Ferguson,TE,2024,4.33,65.0,-1.27,-19.0,5.6,15,94.3,8
Breece Hall,RB,2024,7.45,111.8,0.5,7.5,6.95,15,4.4,1
Christian Watson,WR,2024,5.24,52.4,-4.17,-41.7,9.41,10,82.8,7
Kenneth Walker III,RB,2024,6.95,104.2,0.0,0.0,6.95,15,27.1,3
Dontayvion Wicks,WR,2024,3.44,34.4,-5.97,-59.7,9.41,10,158.9,14
Bijan Robinson,RB,2024,16.84,252.6,9.89,148.4,6.95,15,2.0,1
Jaxon Smith-Njigba,WR,2024,9.42,141.3,0.01,0.2,9.41,15,94.7,8
Michael Wilson,WR,2024,4.54,45.4,-4.87,-48.7,9.41,10,165.8,14
Chase Brown,RB,2024,7.23,108.4,0.28,4.2,6.95,15,93.3,8
Jaleel McLaughlin,RB,2024,3.07,30.7,-3.88,-38.8,6.95,10,128.1,11
Dalton Kincaid,TE,2024,5.46,81.9,-0.14,-2.1,5.6,15,67.0,6
Marvin Mims Jr.,WR,2024,2.38,23.8,-7.03,-70.3,9.41,10,167.7,14
Tank Dell,WR,2024,5.93,88.9,-3.48,-52.2,9.41,15,48.5,5
Jordan Addison,WR,2024,7.56,113.4,-1.85,-27.8,9.41,15,127.3,11
Tyjae Spears,RB,2024,3.33,33.3,-3.62,-36.2,6.95,10,89.9,8
De'Von Achane,RB,2024,5.75,86.2,-1.2,-18.0,6.95,15,21.9,2
Zay Flowers,WR,2024,7.82,117.3,-1.59,-23.8,9.41,15,56.9,5
Sam LaPorta,TE,2024,6.81,102.1,1.21,18.2,5.6,15,33.4,3
Rashee Rice,WR,2024,14.6,219.0,5.19,77.9,9.41,15,64.1,6
Puka Nacua,WR,2024,13.04,195.6,3.63,54.4,9.41,15,14.9,2
Jahmyr Gibbs,RB,2024,15.94,239.1,8.99,134.8,6.95,15,8.6,1
Luke Musgrave,TE,2024,0.76,7.6,-4.84,-48.4,5.6,10,151.1,13
Jayden Reed,WR,2024,4.84,48.4,-4.57,-45.7,9.41,10,63.1,6
Will Levis,QB,2024,11.0,165.0,-4.1,-61.5,15.1,15,160.8,14
C.J. Stroud,QB,2024,13.36,200.4,-1.74,-26.1,15.1,15,44.2,4
Zach Charbonnet,RB,2024,3.23,32.3,-3.72,-37.2,6.95,10,114.6,10
Malik Nabers,WR,2024,10.86,162.9,1.45,21.8,9.41,15,52.5,5
Brock Bowers,TE,2024,9.04,135.6,3.44,51.6,5.6,15,108.1,10
Bucky Irving,RB,2024,8.03,120.4,1.08,16.2,6.95,15,145.8,13
Blake Corum,RB,2024,1.0,10.0,-5.95,-59.5,6.95,10,105.2,9
Marvin Harrison Jr.,WR,2024,6.86,102.9,-2.55,-38.2,9.41,15,16.1,2
Jaylen Wright,RB,2024,1.7,17.0,-5.25,-52.5,6.95,10,159.6,14
Ray Davis,RB,2024,1.91,19.1,-5.04,-50.4,6.95,10,162.1,14
Adonai Mitchell,WR,2024,2.08,20.8,-7.33,-73.3,9.41,10,158.2,14
Brian Thomas Jr.,WR,2024,17.48,262.2,8.07,121.0,9.41,15,142.9,12
Xavier Worthy,WR,2024,6.51,97.6,-2.9,-43.5,9.41,15,78.8,7
Keon Coleman,WR,2024,4.54,45.4,-4.87,-48.7,9.41,10,81.5,7
Jayden Daniels,QB,2024,13.04,195.6,-2.06,-30.9,15.1,15,116.7,10
Ladd McConkey,WR,2024,9.07,136.0,-0.34,-5.1,9.41,15,88.5,8
Caleb Williams,QB,2024,11.64,174.6,-3.46,-51.9,15.1,15,112.9,10
Rome Odunze,WR,2024,6.06,90.9,-3.35,-50.2,9.41,15,133.8,12
Trey Benson,RB,2024,1.9,19.0,-5.05,-50.5,6.95,10,102.2,9
Adam Thielen,WR,2025,1.57,15.7,-6.4,-64.0,7.97,10,156.6,14
Keenan Allen,WR,2025,6.62,99.3,-1.35,-20.2,7.97,15,119.2,10
Travis Kelce,TE,2025,6.96,104.4,0.66,9.9,6.3,15,73.1,7
Davante Adams,WR,2025,14.58,218.7,6.61,99.2,7.97,15,29.9,3
Mike Evans,WR,2025,6.41,96.2,-1.56,-23.4,7.97,15,27.8,3
Stefon Diggs,WR,2025,6.1,61.0,-1.87,-18.7,7.97,10,83.4,7
Derrick Henry,RB,2025,15.81,237.2,9.17,137.6,6.64,15,5.1,1
Tyreek Hill,WR,2025,8.14,122.1,0.17,2.6,7.97,15,30.3,3
Dak Prescott,QB,2025,18.56,278.4,4.8,72.0,13.76,15,85.3,8
Jared Goff,QB,2025,18.32,274.8,4.56,68.4,13.76,15,95.4,8
Christian McCaffrey,RB,2025,8.57,128.6,1.93,29.0,6.64,15,6.9,1
George Kittle,TE,2025,14.86,222.9,8.56,128.4,6.3,15,50.7,5
