player_id,player_name,position,season,metric,mean,std,p25,median,p75
00-0032187,David Johnson,RB,2022,rushing_yards,6.0,9.5219,-1.0,6.0,13.0
00-0032187,David Johnson,RB,2022,rushing_tds,0.0,0.0,0.0,0.0,0.0
00-0032187,David Johnson,RB,2022,targets,1.0,0.8165,0.75,1.0,1.25
00-0032241,Todd Gurley,RB,2020,carries,13.0,6.6869,8.0,14.0,18.5
00-0032241,Todd Gurley,RB,2020,rushing_yards,45.2,31.0281,18.5,47.0,59.0
00-0032241,Todd Gurley,RB,2020,rushing_tds,0.6,0.7368,0.0,0.0,1.0
00-0032241,Todd Gurley,RB,2020,targets,2.3333,1.543,1.5,2.0,3.0
00-0032257,Duke Johnson,RB,2020,carries,7.0,4.8785,3.5,5.0,9.5
00-0032257,Duke Johnson,RB,2020,rushing_yards,21.3636,16.8183,8.5,15.0,31.5
00-0032257,Duke Johnson,RB,2020,rushing_tds,0.0909,0.3015,0.0,0.0,0.0
00-0032257,Duke Johnson,RB,2020,targets,3.1818,1.834,1.5,4.0,4.5
00-0032257,Duke Johnson,RB,2021,carries,14.2,9.1488,7.0,13.0,22.0
00-0032257,Duke Johnson,RB,2021,rushing_yards,66.0,43.6005,39.0,49.0,107.0
00-0032257,Duke Johnson,RB,2021,rushing_tds,0.6,0.8944,0.0,0.0,1.0
00-0032257,Duke Johnson,RB,2021,targets,1.0,1.2247,0.0,1.0,1.0
00-0032393,C.J. Prosise,RB,2020,carries,2.0,2.0,1.0,1.0,3.0
00-0032393,C.J. Prosise,RB,2020,rushing_yards,3.8,4.8166,1.0,2.0,4.0
00-0032393,C.J. Prosise,RB,2020,rushing_tds,0.0,0.0,0.0,0.0,0.0
00-0032393,C.J. Prosise,RB,2020,targets,1.0,0.7071,1.0,1.0,1.0
00-0032404,Tyler Ervin,RB,2020,carries,1.625,2.7742,0.0,0.5,1.5
00-0032404,Tyler Ervin,RB,2020,rushing_yards,8.375,14.5596,0.0,0.0,9.75
00-0032404,Tyler Ervin,RB,2020,rushing_tds,0.0,0.0,0.0,0.0,0.0
00-0032404,Tyler Ervin,RB,2020,targets,1.875,1.5526,1.0,1.5,2.25
00-0032426,Alex Collins,RB,2021,carries,9.8182,5.6889,7.0,10.0,12.5
00-0032426,Alex Collins,RB,2021,rushing_yards,37.3636,25.0371,20.5,36.0,44.0
00-0032426,Alex Collins,RB,2021,rushing_tds,0.1818,0.4045,0.0,0.0,0.0
00-0032426,Alex Collins,RB,2021,targets,0.9091,0.9439,0.0,1.0,1.0
00-0032450,Dwayne Washington,RB,2020,carries,1.3333,2.1602,0.0,0.0,2.25
00-0032450,Dwayne Washington,RB,2020,rushing_yards,2.5,3.9875,0.0,0.0,4.5
00-0032450,Dwayne Washington,RB,2020,rushing_tds,0.0,0.0,0.0,0.0,0.0
00-0032450,Dwayne Washington,RB,2020,targets,0.0,0.0,0.0,0.0,0.0
00-0032450,Dwayne Washington,RB,2021,carries,0.5,0.7559,0.0,0.0,1.0
00-0032450,Dwayne Washington,RB,2021,rushing_yards,2.0,3.0706,0.0,0.0,3.5
00-0032450,Dwayne Washington,RB,2021,rushing_tds,0.0,0.0,0.0,0.0,0.0
00-0032450,Dwayne Washington,RB,2021,targets,0.25,0.4629,0.0,0.0,0.25
00-0032450,Dwayne Washington,RB,2022,carries,1.5714,1.9881,0.0,0.0,3.5
00-0032450,Dwayne Washington,RB,2022,rushing_yards,5.4286,7.4801,0.0,0.0,10.0
00-0032450,Dwayne Washington,RB,2022,rushing_tds,0.0,0.0,0.0,0.0,0.0
00-0032450,Dwayne Washington,RB,2022,targets,0.1429,0.378,0.0,0.0,0.0
00-0032577,D.J. Foster,RB,2020,carries,0.3333,0.5164,0.0,0.0,0.75
00-0032577,D.J. Foster,RB,2020,rushing_yards,0.3333,0.8165,0.0,0.0,0.0
00-0032577,D.J. Foster,RB,2020,rushing_tds,0.0,0.0,0.0,0.0,0.0
00-0032577,D.J. Foster,RB,2020,targets,0.1667,0.4082,0.0,0.0,0.0
00-0032602,J.D. McKissic,RB,2020,carries,5.3125,3.516,2.75,5.0,8.0
00-0032602,J.D. McKissic,RB,2020,rushing_yards,22.8125,22.1907,6.0,15.0,41.5
00-0032602,J.D. McKissic,RB,2020,rushing_tds,0.0625,0.25,0.0,0.0,0.0
00-0032602,J.D. McKissic,RB,2020,targets,6.875,4.272,4.0,7.0,10.0
00-0032602,J.D. McKissic,RB,2021,carries,4.3636,2.4606,2.5,4.0,7.0
00-0032602,J.D. McKissic,RB,2021,rushing_yards,19.2727,15.7295,9.0,15.0,26.5
00-0032602,J.D. McKissic,RB,2021,rushing_tds,0.1818,0.4045,0.0,0.0,0.0
00-0032602,J.D. McKissic,RB,2021,targets,4.8182,2.6765,3.0,5.0,6.0
00-0032602,J.D. McKissic,RB,2022,carries,2.75,2.3755,1.75,2.5,3.0
00-0032602,J.D. McKissic,RB,2022,rushing_yards,11.875,12.7216,5.5,8.0,11.75
00-0032602,J.D. McKissic,RB,2022,rushing_tds,0.0,0.0,0.0,0.0,0.0
00-0032602,J.D. McKissic,RB,2022,targets,5.0,2.4495,3.0,4.5,7.0
00-0032741,Peyton Barber,RB,2020,carries,6.7143,5.2246,3.0,4.0,10.75
00-0032741,Peyton Barber,RB,2020,rushing_yards,18.4286,16.5144,6.0,10.0,28.75
00-0032741,Peyton Barber,RB,2020,rushing_tds,0.2857,0.6112,0.0,0.0,0.0
00-0032741,Peyton Barber,RB,2020,targets,0.5,0.8549,0.0,0.0,1.0
00-0032741,Peyton Barber,RB,2021,carries,6.1111,7.5074,1.0,5.0,6.0
00-0032741,Peyton Barber,RB,2021,rushing_yards,23.5556,35.4581,3.0,7.0,32.0
00-0032741,Peyton Barber,RB,2021,rushing_tds,0.2222,0.441,0.0,0.0,0.0
00-0032741,Peyton Barber,RB,2021,targets,1.4444,1.6667,0.0,1.0,2.0
00-0032764,Derrick Henry,RB,2020,carries,23.625,5.0183,19.75,23.5,26.25
00-0032764,Derrick Henry,RB,2020,rushing_yards,126.6875,59.0951,81.75,114.0,154.75
00-0032764,Derrick Henry,RB,2020,rushing_tds,1.0625,0.9979,0.0,1.0,2.0
00-0032764,Derrick Henry,RB,2020,targets,1.9375,1.3889,1.0,2.0,2.25
00-0032764,Derrick Henry,RB,2021,carries,27.375,6.0695,26.0,28.5,30.0
00-0032764,Derrick Henry,RB,2021,rushing_yards,117.125,43.9624,81.5,121.5,146.5
00-0032764,Derrick Henry,RB,2021,rushing_tds,1.25,1.488,0.0,0.5,3.0
00-0032764,Derrick Henry,RB,2021,targets,2.5,2.0,1.5,2.5,3.25
00-0032764,Derrick Henry,RB,2022,carries,21.8125,6.2846,17.0,21.0,28.0
00-0032764,Derrick Henry,RB,2022,rushing_yards,96.125,47.3566,74.75,103.0,116.5
00-0032764,Derrick Henry,RB,2022,rushing_tds,0.8125,0.75,0.0,1.0,1.0
00-0032764,Derrick Henry,RB,2022,targets,2.5625,1.7877,1.0,2.5,3.25
00-0032764,Derrick Henry,RB,2023,carries,16.4706,4.5155,12.0,17.0,19.0
00-0032764,Derrick Henry,RB,2023,rushing_yards,68.6471,39.5126,38.0,75.0,97.0
00-0032764,Derrick Henry,RB,2023,rushing_tds,0.7059,0.7717,0.0,1.0,1.0
00-0032764,Derrick Henry,RB,2023,targets,2.1176,1.3639,1.0,2.0,3.0
00-0032764,Derrick Henry,RB,2024,carries,19.1176,5.122,15.0,19.0,24.0
00-0032764,Derrick Henry,RB,2024,rushing_yards,113.0,44.773,73.0,106.0,147.0
00-0032764,Derrick Henry,RB,2024,rushing_tds,0.9412,0.7475,0.0,1.0,1.0
00-0032764,Derrick Henry,RB,2024,targets,1.2941,1.0467,1.0,1.0,2.0
00-0032764,Derrick Henry,RB,2025,carries,18.0588,6.8142,12.0,18.0,21.0
00-0032764,Derrick Henry,RB,2025,rushing_yards,93.8235,50.3503,60.0,94.0,122.0
00-0032764,Derrick Henry,RB,2025,rushing_tds,0.9412,1.144,0.0,1.0,2.0
00-0032764,Derrick Henry,RB,2025,targets,1.2353,0.9701,1.0,1.0,2.0
00-0032780,Jordan Howard,RB,2020,carries,5.0,2.9439,3.0,4.0,6.5
00-0032780,Jordan Howard,RB,2020,rushing_yards,8.5714,7.5467,3.0,7.0,13.5
00-0032780,Jordan Howard,RB,2020,rushing_tds,0.5714,0.5345,0.0,1.0,1.0
00-0032780,Jordan Howard,RB,2020,targets,0.1429,0.378,0.0,0.0,0.0
00-0032780,Jordan Howard,RB,2021,carries,12.2857,2.8115,10.5,12.0,13.5
00-0032780,Jordan Howard,RB,2021,rushing_yards,58.0,20.025,47.0,63.0,70.0
00-0032780,Jordan Howard,RB,2021,rushing_tds,0.4286,0.7868,0.0,0.0,0.5
00-0032780,Jordan Howard,RB,2021,targets,0.7143,1.496,0.0,0.0,0.5
00-0032940,DeAndre Washington,RB,2020,carries,7.75,6.0759,2.75,8.0,13.0
00-0032940,DeAndre Washington,RB,2020,rushing_yards,22.75,22.9837,4.25,20.0,38.5
00-0032940,DeAndre Washington,RB,2020,rushing_tds,0.0,0.0,0.0,0.0,0.0
00-0032940,DeAndre Washington,RB,2020,targets,2.5,2.3805,0.75,2.5,4.25
00-0032972,Devontae Booker,RB,2020,carries,6.2,4.246,3.5,5.0,6.5
00-0032972,Devontae Booker,RB,2020,rushing_yards,28.2,25.56,9.5,16.0,40.5
00-0032972,Devontae Booker,RB,2020,rushing_tds,0.2,0.5606,0.0,0.0,0.0
00-0032972,Devontae Booker,RB,2020,targets,1.4,1.2421,0.5,1.0,2.0
00-0032972,Devontae Booker,RB,2021,carries,9.0625,6.1911,3.75,8.0,14.25
00-0032972,Devontae Booker,RB,2021,rushing_yards,37.0625,26.9678,13.0,38.5,52.25
00-0032972,Devontae Booker,RB,2021,rushing_tds,0.125,0.3416,0.0,0.0,0.0
00-0032972,Devontae Booker,RB,2021,targets,2.8125,1.6008,1.0,3.0,4.0
00-0032975,Jonathan Williams,RB,2021,carries,3.4,2.3022,2.0,3.0,4.0
00-0032975,Jonathan Williams,RB,2021,rushing_yards,15.8,16.9912,5.0,9.0,16.0
00-0032975,Jonathan Williams,RB,2021,rushing_tds,0.2,0.4472,0.0,0.0,0.0
00-0032975,Jonathan Williams,RB,2021,targets,1.2,1.3038,0.0,1.0,2.0
00-0032975,Jonathan Williams,RB,2022,carries,4.1111,4.7022,1.0,3.0,5.0
00-0032975,Jonathan Williams,RB,2022,rushing_yards,16.8889,17.1424,1.0,13.0,30.0
00-0032975,Jonathan Williams,RB,2022,rushing_tds,0.0,0.0,0.0,0.0,0.0
00-0032975,Jonathan Williams,RB,2022,targets,1.1111,1.8333,0.0,0.0,2.0
00-0033025,Jalen Richard,RB,2020,carries,1.6923,1.9315,1.0,1.0,2.0
00-0033025,Jalen Richard,RB,2020,rushing_yards,9.4615,8.9593,3.0,6.0,14.0
00-0033025,Jalen Richard,RB,2020,rushing_tds,0.0769,0.2774,0.0,0.0,0.0
00-0033025,Jalen Richard,RB,2020,targets,1.7692,1.8328,1.0,1.0,3.0
00-0033025,Jalen Richard,RB,2021,carries,1.0,1.3229,0.0,1.0,1.0
00-0033025,Jalen Richard,RB,2021,rushing_yards,4.4444,7.8599,0.0,0.0,4.0
00-0033025,Jalen Richard,RB,2021,rushing_tds,0.0,0.0,0.0,0.0,0.0
00-0033025,Jalen Richard,RB,2021,targets,1.5556,1.236,1.0,1.0,2.0
00-0033045,Ezekiel Elliott,RB,2020,carries,16.2667,4.1312,12.0,18.0,19.0
00-0033045,Ezekiel Elliott,RB,2020,rushing_yards,65.2667,25.6973,46.5,54.0,90.0
00-0033045,Ezekiel Elliott,RB,2020,rushing_tds,0.4,0.6325,0.0,0.0,1.0
00-0033045,Ezekiel Elliott,RB,2020,targets,4.7333,2.9873,2.5,4.0,6.5
00-0033045,Ezekiel Elliott,RB,2021,carries,13.9412,4.0384,10.0,14.0,17.0
00-0033045,Ezekiel Elliott,RB,2021,rushing_yards,58.9412,33.34,37.0,50.0,71.0
00-0033045,Ezekiel Elliott,RB,2021,rushing_tds,0.5882,0.7123,0.0,0.0,1.0
00-0033045,Ezekiel Elliott,RB,2021,targets,3.8235,2.3515,2.0,3.0,6.0
00-0033045,Ezekiel Elliott,RB,2022,carries,15.4,3.4184,15.0,15.0,16.5
00-0033045,Ezekiel Elliott,RB,2022,rushing_yards,58.4,20.4199,50.5,57.0,75.0
00-0033045,Ezekiel Elliott,RB,2022,rushing_tds,0.8,0.6761,0.0,1.0,1.0
00-0033045,Ezekiel Elliott,RB,2022,targets,1.5333,1.302,1.0,1.0,2.0
00-0033045,Ezekiel Elliott,RB,2023,carries,10.8235,4.6534,7.0,11.0,13.0
00-0033045,Ezekiel Elliott,RB,2023,rushing_yards,37.7647,18.8995,25.0,34.0,52.0
00-0033045,Ezekiel Elliott,RB,2023,rushing_tds,0.1765,0.393,0.0,0.0,0.0
00-0033045,Ezekiel Elliott,RB,2023,targets,3.8235,3.1669,1.0,3.0,6.0
00-0033045,Ezekiel Elliott,RB,2024,carries,4.9333,3.2396,2.5,5.0,7.0
00-0033045,Ezekiel Elliott,RB,2024,rushing_yards,15.0667,12.256,5.0,16.0,20.5
00-0033045,Ezekiel Elliott,RB,2024,rushing_tds,0.2,0.414,0.0,0.0,0.0
00-0033045,Ezekiel Elliott,RB,2024,targets,1.0,1.069,0.0,1.0,1.5
00-0033118,Kenyan Drake,RB,2020,carries,15.9333,4.4315,12.0,16.0,19.0
00-0033118,Kenyan Drake,RB,2020,rushing_yards,63.6667,35.9795,35.5,60.0,79.0
00-0033118,Kenyan Drake,RB,2020,rushing_tds,0.6667,0.7237,0.0,1.0,1.0
00-0033118,Kenyan Drake,RB,2020,targets,2.0667,1.2799,1.0,2.0,2.5
00-0033118,Kenyan Drake,RB,2021,carries,5.25,3.5961,3.5,4.5,7.0
00-0033118,Kenyan Drake,RB,2021,rushing_yards,21.1667,18.4727,10.5,19.5,26.25
00-0033118,Kenyan Drake,RB,2021,rushing_tds,0.1667,0.3892,0.0,0.0,0.0
00-0033118,Kenyan Drake,RB,2021,targets,3.3333,2.3868,2.0,2.5,5.25
00-0033118,Kenyan Drake,RB,2022,carries,9.0833,6.3168,5.5,8.5,11.0
00-0033118,Kenyan Drake,RB,2022,rushing_yards,40.1667,37.6366,7.25,30.0,60.5
00-0033118,Kenyan Drake,RB,2022,rushing_tds,0.3333,0.6513,0.0,0.0,0.25
00-0033118,Kenyan Drake,RB,2022,targets,2.1667,1.5275,1.0,2.0,3.25
00-0033164,Troymaine Pope,RB,2020,carries,3.75,4.272,1.0,2.0,4.75
00-0033164,Troymaine Pope,RB,2020,rushing_yards,19.0,32.1351,2.75,5.0,21.25
00-0033164,Troymaine Pope,RB,2020,rushing_tds,0.0,0.0,0.0,0.0,0.0
00-0033164,Troymaine Pope,RB,2020,targets,2.5,3.1091,0.75,1.5,3.25
00-0033280,Christian McCaffrey,RB,2021,carries,14.1429,6.2029,10.0,13.0,17.5
00-0033280,Christian McCaffrey,RB,2021,rushing_yards,63.1429,26.6922,43.5,59.0,83.5
00-0033280,Christian McCaffrey,RB,2021,rushing_tds,0.1429,0.378,0.0,0.0,0.0
00-0033280,Christian McCaffrey,RB,2021,targets,5.8571,3.4365,3.5,6.0,8.5
00-0033280,Christian McCaffrey,RB,2022,carries,14.3529,5.4651,10.0,14.0,17.0
00-0033280,Christian McCaffrey,RB,2022,rushing_yards,67.0,33.9871,38.0,54.0,102.0
00-0033280,Christian McCaffrey,RB,2022,rushing_tds,0.4706,0.5145,0.0,0.0,1.0
00-0033280,Christian McCaffrey,RB,2022,targets,6.3529,2.9779,4.0,6.0,9.0
00-0033280,Christian McCaffrey,RB,2023,carries,17.0,3.2042,14.75,17.5,19.25
00-0033280,Christian McCaffrey,RB,2023,rushing_yards,91.1875,33.7426,61.5,94.0,114.25
00-0033280,Christian McCaffrey,RB,2023,rushing_tds,0.875,0.8062,0.0,1.0,1.0
00-0033280,Christian McCaffrey,RB,2023,targets,5.1875,2.5356,3.0,5.0,6.25
00-0033280,Christian McCaffrey,RB,2024,carries,12.5,5.0,10.0,12.0,14.5
00-0033280,Christian McCaffrey,RB,2024,rushing_yards,50.5,21.0634,37.0,46.0,59.5
00-0033280,Christian McCaffrey,RB,2024,rushing_tds,0.0,0.0,0.0,0.0,0.0
00-0033280,Christian McCaffrey,RB,2024,targets,4.75,1.7078,3.75,4.5,5.5
00-0033280,Christian McCaffrey,RB,2025,carries,18.2941,5.8391,13.0,20.0,22.0
00-0033280,Christian McCaffrey,RB,2025,rushing_yards,70.7059,35.2735,52.0,57.0,89.0
00-0033280,Christian McCaffrey,RB,2025,rushing_tds,0.5882,0.7123,0.0,0.0,1.0
00-0033280,Christian McCaffrey,RB,2025,targets,7.5882,3.0426,6.0,7.0,9.0
00-0033293,Aaron Jones,RB,2020,carries,14.3571,3.1527,11.5,15.0,16.0
00-0033293,Aaron Jones,RB,2020,rushing_yards,78.8571,43.0525,49.0,69.0,93.0
00-0033293,Aaron Jones,RB,2020,rushing_tds,0.6429,0.6333,0.0,1.0,1.0
00-0033293,Aaron Jones,RB,2020,targets,4.5,1.5566,3.25,4.5,5.0
00-0033293,Aaron Jones,RB,2021,carries,11.4,4.4045,7.5,12.0,14.5
00-0033293,Aaron Jones,RB,2021,rushing_yards,53.2667,26.6578,30.0,58.0,71.5
00-0033293,Aaron Jones,RB,2021,rushing_tds,0.2667,0.4577,0.0,0.0,0.5
00-0033293,Aaron Jones,RB,2021,targets,4.3333,2.5542,2.0,4.0,6.0
00-0033293,Aaron Jones,RB,2022,carries,12.5294,4.9132,9.0,12.0,15.0
00-0033293,Aaron Jones,RB,2022,rushing_yards,65.9412,44.5484,26.0,48.0,110.0
00-0033293,Aaron Jones,RB,2022,rushing_tds,0.1176,0.3321,0.0,0.0,0.0
00-0033293,Aaron Jones,RB,2022,targets,4.2353,1.9852,3.0,4.0,5.0
00-0033293,Aaron Jones,RB,2023,carries,12.9091,6.8184,7.5,13.0,20.0
00-0033293,Aaron Jones,RB,2023,rushing_yards,59.6364,41.6636,32.0,41.0,92.0
00-0033293,Aaron Jones,RB,2023,rushing_tds,0.1818,0.4045,0.0,0.0,0.0
00-0033293,Aaron Jones,RB,2023,targets,3.9091,1.7003,2.5,4.0,5.0
00-0033293,Aaron Jones,RB,2024,carries,15.0,5.172,12.0,15.0,19.0
00-0033293,Aaron Jones,RB,2024,rushing_yards,66.9412,27.5192,45.0,67.0,93.0
00-0033293,Aaron Jones,RB,2024,rushing_tds,0.2941,0.4697,0.0,0.0,1.0
00-0033293,Aaron Jones,RB,2024,targets,3.6471,1.6934,2.0,4.0,5.0
00-0033293,Aaron Jones,RB,2025,carries,11.0,5.2397,7.5,9.0,14.5
00-0033293,Aaron Jones,RB,2025,rushing_yards,45.6667,27.1472,23.0,44.0,71.5
00-0033293,Aaron Jones,RB,2025,rushing_tds,0.1667,0.3892,0.0,0.0,0.0
00-0033293,Aaron Jones,RB,2025,targets,3.4167,1.6214,2.75,3.5,4.0
00-0033296,Alex Armah,RB,2020,carries,0.5,0.6742,0.0,0.0,1.0
00-0033296,Alex Armah,RB,2020,rushing_yards,0.75,1.0553,0.0,0.0,1.25
00-0033296,Alex Armah,RB,2020,rushing_tds,0.0,0.0,0.0,0.0,0.0
00-0033296,Alex Armah,RB,2020,targets,0.75,0.6216,0.0,1.0,1.0
00-0033296,Alex Armah,RB,2021,carries,0.5556,0.7265,0.0,0.0,1.0
00-0033296,Alex Armah,RB,2021,rushing_yards,2.3333,4.0,0.0,0.0,2.0
00-0033296,Alex Armah,RB,2021,rushing_tds,0.0,0.0,0.0,0.0,0.0
00-0033296,Alex Armah,RB,2021,targets,0.1111,0.3333,0.0,0.0,0.0
00-0033296,Alex Armah,RB,2023,carries,0.0,0.0,0.0,0.0,0.0
00-0033296,Alex Armah,RB,2023,rushing_yards,0.0,0.0,0.0,0.0,0.0
00-0033296,Alex Armah,RB,2023,rushing_tds,0.0,0.0,0.0,0.0,0.0
00-0033296,Alex Armah,RB,2023,targets,0.75,0.5,0.75,1.0,1.0
00-0033308,Matt Breida,RB,2020,carries,5.9,3.1429,3.25,5.5,7.75
00-0033308,Matt Breida,RB,2020,rushing_yards,25.4,24.4595,10.0,18.5,34.0
00-0033308,Matt Breida,RB,2020,rushing_tds,0.0,0.0,0.0,0.0,0.0
00-0033308,Matt Breida,RB,2020,targets,1.0,1.1547,0.0,0.5,2.0
00-0033308,Matt Breida,RB,2021,carries,3.7143,2.7516,2.0,3.0,4.5
00-0033308,Matt Breida,RB,2021,rushing_yards,17.8571,18.2522,3.5,12.0,27.0
00-0033308,Matt Breida,RB,2021,rushing_tds,0.1429,0.378,0.0,0.0,0.0
00-0033308,Matt Breida,RB,2021,targets,1.2857,1.1127,0.5,1.0,2.0
00-0033308,Matt Breida,RB,2022,carries,3.1765,2.1282,2.0,3.0,4.0
00-0033308,Matt Breida,RB,2022,rushing_yards,12.9412,15.2458,5.0,9.0,19.0
00-0033308,Matt Breida,RB,2022,rushing_tds,0.0588,0.2425,0.0,0.0,0.0
00-0033308,Matt Breida,RB,2022,targets,1.4706,1.9722,0.0,1.0,2.0
00-0033308,Matt Breida,RB,2023,carries,3.6667,3.559,2.0,3.0,4.0
00-0033308,Matt Breida,RB,2023,rushing_yards,10.0667,8.4386,4.5,9.0,14.5
00-0033308,Matt Breida,RB,2023,rushing_tds,0.0667,0.2582,0.0,0.0,0.0
00-0033308,Matt Breida,RB,2023,targets,1.4,1.3522,1.0,1.0,1.5
00-0033526,Samaje Perine,RB,2020,carries,5.25,4.4747,1.0,4.5,9.25
00-0033526,Samaje Perine,RB,2020,rushing_yards,25.0833,28.672,2.25,16.5,36.0
00-0033526,Samaje Perine,RB,2020,rushing_tds,0.25,0.6216,0.0,0.0,0.0
00-0033526,Samaje Perine,RB,2020,targets,1.0,1.206,0.0,1.0,1.25
00-0033526,Samaje Perine,RB,2021,carries,3.6667,3.4983,1.0,3.0,5.0
00-0033526,Samaje Perine,RB,2021,rushing_yards,16.4,19.7042,1.5,7.0,26.0
00-0033526,Samaje Perine,RB,2021,rushing_tds,0.0667,0.2582,0.0,0.0,0.0
00-0033526,Samaje Perine,RB,2021,targets,2.0667,1.387,1.0,2.0,2.5
00-0033526,Samaje Perine,RB,2022,carries,5.9375,5.9941,1.0,4.0,7.5
00-0033526,Samaje Perine,RB,2022,rushing_yards,24.625,28.733,3.75,17.5,34.25
00-0033526,Samaje Perine,RB,2022,rushing_tds,0.125,0.3416,0.0,0.0,0.0
00-0033526,Samaje Perine,RB,2022,targets,3.1875,2.0402,1.75,2.5,4.25
00-0033526,Samaje Perine,RB,2023,carries,3.1176,2.5466,1.0,2.0,6.0
00-0033526,Samaje Perine,RB,2023,rushing_yards,14.0,15.6605,5.0,8.0,12.0
00-0033526,Samaje Perine,RB,2023,rushing_tds,0.0588,0.2425,0.0,0.0,0.0
00-0033526,Samaje Perine,RB,2023,targets,3.2941,1.6111,2.0,3.0,4.0
00-0033526,Samaje Perine,RB,2024,carries,1.1765,1.7761,0.0,1.0,1.0
00-0033526,Samaje Perine,RB,2024,rushing_yards,5.4118,7.2462,0.0,1.0,10.0
00-0033526,Samaje Perine,RB,2024,rushing_tds,0.0588,0.2425,0.0,0.0,0.0
00-0033526,Samaje Perine,RB,2024,targets,2.0588,1.2976,1.0,2.0,2.0
00-0033526,Samaje Perine,RB,2025,carries,5.6,4.4689,2.0,6.0,7.5
00-0033526,Samaje Perine,RB,2025,rushing_yards,25.4667,24.1952,5.0,25.0,35.0
00-0033526,Samaje Perine,RB,2025,rushing_tds,0.2,0.414,0.0,0.0,0.0
00-0033526,Samaje Perine,RB,2025,targets,1.4,1.2421,0.5,1.0,2.0
00-0033553,James Conner,RB,2020,carries,13.0,4.9497,9.0,13.0,16.0
00-0033553,James Conner,RB,2020,rushing_yards,55.4615,36.6461,22.0,44.0,89.0
00-0033553,James Conner,RB,2020,rushing_tds,0.4615,0.5189,0.0,0.0,1.0
00-0033553,James Conner,RB,2020,targets,3.3077,2.097,2.0,3.0,5.0
00-0033553,James Conner,RB,2021,carries,13.4667,5.1111,10.0,13.0,17.0
00-0033553,James Conner,RB,2021,rushing_yards,50.1333,20.6808,35.0,50.0,63.0
00-0033553,James Conner,RB,2021,rushing_tds,1.0,0.8452,0.0,1.0,2.0
00-0033553,James Conner,RB,2021,targets,2.6,2.7723,0.5,2.0,4.5
00-0033553,James Conner,RB,2022,carries,14.0769,5.1714,10.0,15.0,16.0
00-0033553,James Conner,RB,2022,rushing_yards,60.1538,26.5482,42.0,55.0,79.0
00-0033553,James Conner,RB,2022,rushing_tds,0.5385,0.6602,0.0,0.0,1.0
00-0033553,James Conner,RB,2022,targets,4.4615,1.898,3.0,5.0,5.0
00-0033553,James Conner,RB,2023,carries,16.0,7.1181,12.0,14.0,23.0
00-0033553,James Conner,RB,2023,rushing_yards,80.0,35.9815,52.0,73.0,105.0
00-0033553,James Conner,RB,2023,rushing_tds,0.5385,0.6602,0.0,0.0,1.0
00-0033553,James Conner,RB,2023,targets,2.5385,1.8081,1.0,2.0,4.0
00-0033553,James Conner,RB,2024,carries,14.75,5.2852,11.25,16.5,18.25
00-0033553,James Conner,RB,2024,rushing_yards,68.375,41.4727,30.75,77.0,104.75
00-0033553,James Conner,RB,2024,rushing_tds,0.5,0.6325,0.0,0.0,1.0
00-0033553,James Conner,RB,2024,targets,3.4375,1.4127,3.0,4.0,4.25
00-0033567,Brian Hill,RB,2020,carries,6.25,3.4737,3.75,5.5,9.0
00-0033567,Brian Hill,RB,2020,rushing_yards,29.0625,25.8495,11.5,21.0,43.0
00-0033567,Brian Hill,RB,2020,rushing_tds,0.0625,0.25,0.0,0.0,0.0
00-0033567,Brian Hill,RB,2020,targets,1.875,1.0247,1.0,2.0,3.0
00-0033594,Chris Carson,RB,2020,carries,11.75,4.1369,8.0,12.5,15.25
00-0033594,Chris Carson,RB,2020,rushing_yards,56.75,18.2962,43.25,63.5,69.75
00-0033594,Chris Carson,RB,2020,rushing_tds,0.4167,0.6686,0.0,0.0,1.0
00-0033594,Chris Carson,RB,2020,targets,3.8333,1.7495,2.75,3.0,5.25
00-0033594,Chris Carson,RB,2021,carries,13.5,1.7321,12.75,13.0,13.75
00-0033594,Chris Carson,RB,2021,rushing_yards,58.0,32.0728,30.75,55.5,82.75
00-0033594,Chris Carson,RB,2021,rushing_tds,0.75,0.9574,0.0,0.5,1.25
00-0033594,Chris Carson,RB,2021,targets,1.5,1.291,0.75,1.5,2.25
00-0033699,Austin Ekeler,RB,2020,carries,11.6,4.971,8.5,12.5,14.75
00-0033699,Austin Ekeler,RB,2020,rushing_yards,53.0,27.207,38.0,52.0,74.25
00-0033699,Austin Ekeler,RB,2020,rushing_tds,0.1,0.3162,0.0,0.0,0.0
00-0033699,Austin Ekeler,RB,2020,targets,6.5,4.8132,3.25,5.5,9.0
00-0033699,Austin Ekeler,RB,2021,carries,12.875,3.1596,11.0,12.0,15.25
00-0033699,Austin Ekeler,RB,2021,rushing_yards,56.9375,22.0589,53.0,58.5,64.0
00-0033699,Austin Ekeler,RB,2021,rushing_tds,0.75,0.6831,0.0,1.0,1.0
00-0033699,Austin Ekeler,RB,2021,targets,5.875,2.9637,4.0,5.5,7.25
00-0033699,Austin Ekeler,RB,2022,carries,12.0,4.2866,10.0,13.0,14.0
00-0033699,Austin Ekeler,RB,2022,rushing_yards,53.8235,40.7711,34.0,39.0,60.0
00-0033699,Austin Ekeler,RB,2022,rushing_tds,0.7647,0.7524,0.0,1.0,1.0
00-0033699,Austin Ekeler,RB,2022,targets,7.4706,4.2591,4.0,7.0,10.0
00-0033699,Austin Ekeler,RB,2023,carries,12.7857,3.4681,10.0,14.0,14.75
