player_id,player_name,position,team,season,adp,adp_stdev,adp_rank,round_drafted,fantasy_points_ppr,actual_rank,value_score,vorp,outcome
00-0033280,Christian McCaffrey,RB,CAR,2020,1.3,0.5,1,1,90.4,199,-198,-35.9,Bust
00-0034844,Saquon Barkley,RB,NYG,2020,2.5,0.7,2,1,15.4,410,-408,-110.9,Bust
00-0033045,Ezekiel Elliott,RB,DAL,2020,3.7,1.4,4,1,223.7,52,-48,97.4,Bust
00-0033906,Alvin Kamara,RB,NO,2020,4.5,1.2,4,1,377.8,4,0,251.5,Hit
00-0036360,Clyde Edwards-Helaire,RB,KC,2020,5.6,1.5,6,1,176.0,87,-81,49.7,Bust
00-0033893,Dalvin Cook,RB,MIN,2020,6.1,1.6,6,1,337.8,11,-5,211.5,Reach
00-0032764,Derrick Henry,RB,TEN,2020,6.6,1.6,7,1,333.1,12,-5,206.8,Reach
00-0032765,Michael Thomas,WR,NO,2020,7.3,1.8,7,1,83.9,213,-206,-68.9,Bust
00-0035700,Josh Jacobs,RB,LV,2020,9.1,1.6,9,1,231.3,47,-38,105.0,Bust
00-0031381,Davante Adams,WR,GB,2020,10.3,1.8,10,1,358.4,8,2,205.6,Hit
00-0033897,Joe Mixon,RB,CIN,2020,11.4,2.1,11,1,99.6,181,-170,-26.7,Bust
00-0034791,Nick Chubb,RB,CLE,2020,12.3,2.4,12,2,207.7,60,-48,81.4,Bust
00-0033118,Kenyan Drake,RB,ARI,2020,13.2,2.4,13,2,192.2,69,-56,65.9,Bust
00-0033040,Tyreek Hill,WR,KC,2020,13.6,2.6,14,2,328.9,15,-1,176.1,Reach
00-0035243,Miles Sanders,RB,PHI,2020,14.2,2.6,14,2,170.4,92,-78,44.1,Bust
00-0033699,Austin Ekeler,RB,LAC,2020,15.2,2.7,15,2,165.3,97,-82,39.0,Bust
00-0027944,Julio Jones,WR,ATL,2020,16.4,2.9,16,2,146.10000000000002,122,-106,-6.7,Bust
00-0033873,Patrick Mahomes,QB,KC,2020,18.3,6.2,18,2,374.4,5,13,149.3,Hit
00-0030564,DeAndre Hopkins,WR,ARI,2020,18.9,3.0,19,2,287.8,19,0,135.0,Hit
00-0030506,Travis Kelce,TE,KC,2020,19.9,3.6,20,2,312.76,17,3,228.1,Hit
00-0034796,Lamar Jackson,QB,BAL,2020,21.4,4.9,21,2,332.78,14,7,107.7,Hit
00-0033921,Chris Godwin Jr.,WR,TB,2020,22.0,2.9,22,2,191.0,72,-50,38.2,Bust
00-0033553,James Conner,RB,PIT,2020,23.5,3.2,24,2,164.60000000000002,99,-75,38.3,Bust
00-0033288,George Kittle,TE,SF,2020,24.7,3.5,25,3,125.1,153,-128,40.4,Bust
00-0033932,Kenny Golladay,WR,DET,2020,26.2,3.1,26,3,65.80000000000001,245,-219,-87.0,Bust
00-0031408,Mike Evans,WR,TB,2020,27.6,3.3,28,3,248.6,37,-9,95.8,Reach
00-0033856,Leonard Fournette,RB,TB,2020,27.9,4.1,28,3,132.0,142,-114,5.7,Bust
00-0032187,David Johnson,RB,HOU,2020,29.3,3.5,29,3,179.5,84,-55,53.2,Bust
00-0030035,Adam Thielen,WR,MIN,2020,30.2,3.4,30,3,254.0,33,-3,101.2,Reach
00-0031428,Allen Robinson,WR,CHI,2020,33.3,3.6,33,3,262.9,29,4,110.1,Hit
00-0036223,Jonathan Taylor,RB,IND,2020,33.3,4.6,33,3,252.8,34,-1,126.5,Reach
00-0031235,Odell Beckham Jr.,WR,CLE,2020,34.7,4.8,35,3,86.82,206,-171,-66.0,Bust
00-0031544,Amari Cooper,WR,DAL,2020,35.6,4.0,36,3,236.8,44,-8,84.0,Reach
00-0034827,DJ Moore,WR,CAR,2020,36.6,4.1,37,4,211.5,57,-20,58.7,Reach
00-0032144,Melvin Gordon,RB,DEN,2020,38.7,4.7,39,4,198.4,64,-25,72.1,Reach
00-0033908,Cooper Kupp,WR,LA,2020,38.8,4.7,39,4,210.7,58,-19,57.9,Reach
00-0033857,JuJu Smith-Schuster,WR,PIT,2020,40.8,4.3,41,4,234.1,45,-4,81.3,Reach
00-0027966,Mark Ingram,RB,BAL,2020,40.9,4.5,41,4,52.9,279,-238,-73.4,Bust
00-0034837,Calvin Ridley,WR,ATL,2020,42.4,3.9,42,4,281.5,21,21,128.7,Hit
00-0035250,Devin Singletary,RB,BUF,2020,42.5,5.8,42,4,143.60000000000002,124,-82,17.3,Bust
00-0034753,Mark Andrews,TE,BAL,2020,43.1,6.3,43,4,170.10000000000002,93,-50,85.5,Bust
00-0035676,A.J. Brown,WR,TEN,2020,43.7,3.9,44,4,247.5,38,6,94.7,Hit
00-0030431,Robert Woods,WR,LA,2020,44.0,3.7,44,4,245.1,39,5,92.3,Hit
00-0035640,DK Metcalf,WR,SEA,2020,46.5,3.7,46,4,271.3,25,21,118.5,Hit
00-0031687,Raheem Mostert,RB,SF,2020,48.3,5.9,48,5,99.7,180,-132,-26.6,Bust
00-0034777,DJ Chark,WR,JAX,2020,48.7,4.3,49,5,153.60000000000002,115,-66,0.8,Bust
00-0030279,Keenan Allen,WR,LAC,2020,49.7,4.7,50,5,245.1,39,11,92.3,Hit
00-0035659,Terry McLaurin,WR,WAS,2020,51.3,3.6,51,5,223.8,50,1,71.0,Hit
00-0032211,Tyler Lockett,WR,SEA,2020,51.6,4.1,52,5,265.4,27,25,112.6,Hit
00-0030061,Zach Ertz,TE,PHI,2020,51.9,6.0,52,5,77.5,223,-171,-7.1,Bust
00-0036414,Cam Akers,RB,LA,2020,52.2,5.9,52,5,101.8,175,-123,-24.5,Bust
00-0033077,Dak Prescott,QB,DAL,2020,53.0,7.1,53,5,135.64,138,-85,-89.4,Bust
00-0035685,David Montgomery,RB,CHI,2020,53.2,5.4,53,5,264.8,28,25,138.5,Hit
00-0033923,Kareem Hunt,RB,CLE,2020,56.7,6.1,57,5,218.5,53,4,92.2,Hit
00-0034816,Ronald Jones,RB,TB,2020,57.1,6.5,57,5,186.3,77,-20,60.0,Reach
00-0034348,Courtland Sutton,WR,DEN,2020,57.6,5.0,58,5,9.6,448,-390,-143.2,Bust
00-0029608,T.Y. Hilton,WR,IND,2020,59.8,5.6,60,5,164.2,100,-40,11.4,Bust
00-0035662,Marquise Brown,WR,BAL,2020,59.9,5.0,60,5,183.0,80,-20,30.2,Reach
00-0029263,Russell Wilson,QB,SEA,2020,60.3,8.5,60,6,359.78000000000003,7,53,134.7,Steal
00-0035228,Kyler Murray,QB,ARI,2020,60.3,6.3,60,6,378.74,3,57,153.7,Steal
00-0036275,D'Andre Swift,RB,DET,2020,62.7,4.7,63,6,189.8,73,-10,63.5,Reach
00-0031588,Stefon Diggs,WR,BUF,2020,62.7,6.2,63,6,328.6,16,47,175.8,Steal
00-0031610,Darren Waller,TE,LV,2020,64.4,7.3,64,6,278.6,22,42,194.0,Steal
00-0033537,Deshaun Watson,QB,HOU,2020,66.9,5.4,67,6,369.3200000000001,6,61,144.2,Steal
00-0031547,DeVante Parker,WR,MIA,2020,67.5,5.2,68,6,166.3,96,-28,13.5,Reach
00-0036158,J.K. Dobbins,RB,BAL,2020,69.6,5.8,70,6,168.5,94,-24,42.2,Reach
00-0033951,Marlon Mack,RB,IND,2020,69.7,6.4,70,6,8.600000000000001,459,-389,-117.7,Bust
00-0034764,Michael Gallup,WR,DAL,2020,69.7,5.6,70,6,173.3,90,-20,20.5,Reach
00-0027942,A.J. Green,WR,CIN,2020,71.2,6.6,71,6,111.3,165,-94,-41.5,Bust
00-0033881,Evan Engram,TE,NYG,2020,71.9,7.3,72,6,141.0,129,-57,56.4,Bust
00-0034109,Phillip Lindsay,RB,DEN,2020,76.1,8.1,76,7,66.0,243,-167,-60.3,Bust
00-0032780,Jordan Howard,RB,PHI,2020,76.1,7.1,76,7,30.7,336,-260,-95.6,Bust
00-0033009,Tyler Boyd,WR,CIN,2020,76.7,6.9,77,7,192.64,68,9,39.8,Hit
00-0031236,Brandin Cooks,WR,HOU,2020,79.8,7.3,80,7,232.0,46,34,79.2,Hit
00-0026143,Matt Ryan,QB,ATL,2020,81.4,7.5,81,7,282.44,20,61,57.4,Steal
00-0036328,Antonio Gibson,RB,WAS,2020,81.6,7.2,82,7,202.2,63,19,75.9,Hit
00-0034830,Hayden Hurst,TE,ATL,2020,81.7,7.2,82,7,149.1,119,-37,64.4,Bust
00-0035719,Deebo Samuel Sr.,WR,SF,2020,85.4,7.6,85,8,80.7,219,-134,-72.1,Bust
00-0031382,Jarvis Landry,WR,CLE,2020,85.6,7.5,86,8,187.96,75,11,35.1,Hit
00-0023459,Aaron Rodgers,QB,GB,2020,85.7,9.3,86,8,383.2600000000001,2,84,158.2,Steal
00-0036251,Zack Moss,RB,BUF,2020,86.5,7.0,86,8,101.6,176,-90,-24.7,Bust
00-0032058,Tevin Coleman,RB,SF,2020,90.4,6.5,90,8,12.7,426,-336,-113.6,Bust
00-0034972,Alexander Mattison,RB,MIN,2020,92.5,5.1,92,8,86.9,205,-113,-39.4,Bust
00-0034857,Josh Allen,QB,BUF,2020,92.7,8.7,93,8,396.06,1,92,171.0,Steal
00-0033308,Matt Breida,RB,MIA,2020,92.8,6.5,93,8,42.0,303,-210,-84.3,Bust
00-0035216,Diontae Johnson,WR,PIT,2020,94.0,8.6,94,8,223.8,50,44,71.0,Steal
00-0033090,Hunter Henry,TE,LAC,2020,95.6,11.0,96,8,145.3,123,-27,60.7,Reach
00-0033110,Tyler Higbee,TE,LA,2020,95.8,13.0,96,8,128.2,147,-51,43.6,Bust
00-0034775,Christian Kirk,WR,ARI,2020,97.1,7.4,97,9,146.4,121,-24,-6.4,Reach
00-0035140,Mecole Hardman,WR,KC,2020,97.4,7.6,97,9,130.1,145,-48,-22.7,Bust
00-0030513,Latavius Murray,RB,NO,2020,98.4,7.2,98,9,136.2,137,-39,9.9,Bust
00-0019596,Tom Brady,QB,TB,2020,99.7,10.8,100,9,337.92,10,90,112.8,Steal
00-0033556,Tarik Cohen,RB,CHI,2020,99.9,8.2,100,9,17.5,398,-298,-108.8,Bust
00-0032950,Carson Wentz,QB,PHI,2020,100.6,8.6,101,9,198.4,64,37,-26.7,Steal
00-0034845,Sony Michel,RB,NE,2020,100.8,7.4,101,9,75.30000000000001,225,-124,-51.0,Bust
00-0035657,Damien Harris,RB,NE,2020,102.4,7.1,102,9,91.3,198,-96,-35.0,Bust
00-0036358,CeeDee Lamb,WR,DAL,2020,102.6,10.3,103,9,217.7,54,49,64.9,Steal
00-0035535,Darius Slayton,WR,NYG,2020,103.6,8.4,104,9,141.0,129,-25,-11.8,Reach
00-0034681,Chase Edmonds,RB,ARI,2020,106.8,6.5,107,9,168.0,95,12,41.7,Hit
00-0031941,Jamison Crowder,WR,NYJ,2020,111.0,8.9,111,10,172.01999999999998,91,20,19.2,Hit
00-0036407,Jerry Jeudy,WR,DEN,2020,111.6,7.6,112,10,157.60000000000002,108,4,4.8,Hit
00-0026498,Matthew Stafford,QB,DET,2020,111.8,8.9,112,10,260.56,31,81,35.5,Steal
00-0036387,Jalen Reagor,WR,PHI,2020,112.4,7.4,112,10,87.2,204,-92,-65.6,Bust
00-0035644,Noah Fant,TE,DEN,2020,114.8,14.7,115,10,149.3,117,-2,64.7,Reach
00-0034414,Boston Scott,RB,PHI,2020,116.9,7.6,117,10,95.6,193,-76,-30.7,Bust
00-0032385,Sterling Shepard,WR,NYG,2020,117.2,9.0,117,10,162.5,103,14,9.7,Hit
00-0035261,Tony Pollard,RB,DAL,2020,119.1,7.7,119,10,120.8,156,-37,-5.5,Bust
00-0035710,Daniel Jones,QB,NYG,2020,120.9,9.1,121,11,180.02,83,38,-45.1,Steal
00-0026189,DeSean Jackson,WR,PHI,2020,123.3,7.1,123,11,44.8,295,-172,-108.0,Bust
00-0036450,Ke'Shawn Vaughn,RB,TB,2020,125.9,10.4,126,11,23.3,367,-241,-103.0,Bust
00-0034521,Allen Lazard,WR,GB,2020,126.7,8.3,127,11,97.8,187,-60,-55.0,Bust
00-0035350,Preston Williams,WR,MIA,2020,127.4,9.7,127,11,74.8,227,-100,-78.0,Bust
00-0032392,Austin Hooper,TE,CLE,2020,129.2,16.5,129,11,113.5,164,-35,28.9,Reach
00-0031051,John Brown,WR,BUF,2020,131.4,10.3,131,11,96.8,191,-60,-56.0,Bust
00-0034440,Justin Jackson,RB,LAC,2020,133.8,11.6,134,12,65.30000000000001,248,-114,-61.0,Bust
00-0034353,Anthony Miller,WR,CHI,2020,134.4,10.1,134,12,108.7,168,-34,-44.1,Reach
00-0036322,Justin Jefferson,WR,MIN,2020,135.4,9.0,135,12,274.20000000000005,23,112,121.4,Steal
00-0032257,Duke Johnson,RB,HOU,2020,139.1,12.5,139,12,84.4,211,-72,-41.9,Bust
00-0034829,Mike Gesicki,TE,MIA,2020,139.5,17.9,140,12,159.3,106,34,74.7,Hit
00-0031325,Sammy Watkins,WR,KC,2020,140.6,8.8,141,12,87.4,202,-61,-65.4,Bust
00-0034855,Baker Mayfield,QB,CLE,2020,140.8,13.7,141,12,248.62,36,105,23.5,Steal
00-0036442,Joe Burrow,QB,CIN,2020,143.8,11.3,144,12,173.71999999999997,89,55,-51.4,Steal
00-0031376,Jerick McKinnon,RB,SF,2020,144.4,15.7,144,13,126.2,152,-8,-0.1,Reach
00-0033106,Jared Goff,QB,LA,2020,146.3,12.2,146,13,239.98,42,104,14.9,Steal
00-0034367,Nyheim Hines,RB,IND,2020,147.0,14.7,147,13,193.2,67,80,66.9,Steal
00-0034301,Darrel Williams,RB,KC,2020,149.6,15.6,150,13,54.5,273,-123,-71.8,Bust
00-0035639,Parris Campbell,WR,IND,2020,150.0,12.4,150,13,14.7,413,-263,-138.1,Bust
00-0035229,T.J. Hockenson,TE,DET,2020,150.3,21.7,150,13,175.3,88,62,90.7,Steal
00-0033858,Jonnu Smith,TE,TEN,2020,150.8,19.9,151,13,140.2,131,20,55.6,Hit
00-0035624,N'Keal Harry,TE,NE,2020,152.6,15.8,153,13,73.9,229,-76,-10.7,Bust
00-0036261,Brandon Aiyuk,WR,SF,2020,154.6,15.6,155,13,184.5,79,76,31.7,Steal
00-0034766,Chris Herndon,TE,NYJ,2020,155.0,17.0,155,13,73.7,230,-75,-10.9,Bust
00-0034750,Rashaad Penny,RB,SEA,2020,155.2,19.4,155,13,3.4000000000000004,501,-346,-122.9,Bust
00-0035289,Gardner Minshew,QB,JAX,2020,155.8,17.3,156,13,160.66000000000005,105,51,-64.4,Steal
00-0033536,Mike Williams,WR,LAC,2020,156.0,11.9,156,13,153.7,113,43,0.9,Steal
00-0029701,Ryan Tannehill,QB,TEN,2020,157.3,13.6,157,14,344.36,9,148,119.3,Steal
00-0036370,Joshua Kelley,RB,LAC,2020,157.3,14.3,157,14,81.2,218,-61,-45.1,Bust
00-0032688,Robbie Chosen,WR,CAR,2020,157.3,23.5,157,14,224.1,49,108,71.3,Steal
00-0029604,Kirk Cousins,QB,MIN,2020,159.5,14.0,160,14,306.20000000000005,18,142,81.1,Steal
00-0033282,Curtis Samuel,WR,CAR,2020,159.9,14.2,160,14,212.1,56,104,59.3,Steal
00-0022942,Philip Rivers,QB,IND,2020,160.3,14.9,160,14,239.96,43,117,14.9,Steal
00-0029608,T.Y. Hilton,WR,IND,2020,161.8,16.0,162,14,164.2,100,62,11.4,Steal
00-0035860,Tony Jones,RB,NO,2020,162.9,20.2,163,14,1.3,544,-381,-125.0,Bust
00-0035704,Drew Lock,QB,DEN,2020,163.6,10.5,164,14,181.32,81,83,-43.8,Steal
00-0032054,Breshad Perriman,WR,NYJ,2020,164.2,10.8,164,14,99.1,184,-20,-53.7,Reach
00-0036297,Darrynton Evans,RB,TEN,2020,165.0,18.3,165,14,16.1,407,-242,-110.2,Bust
00-0036326,Chase Claypool,WR,PIT,2020,166.9,10.7,167,14,214.9,55,112,62.1,Steal
00-0031376,Jerick McKinnon,RB,SF,2020,166.7,24.5,167,14,126.2,152,15,-0.1,Hit
00-0036020,Salvon Ahmed,RB,MIA,2020,167.4,26.4,167,14,69.0,237,-70,-57.3,Bust
00-0027966,Mark Ingram,RB,BAL,2020,168.5,24.7,168,15,52.9,279,-111,-73.4,Bust
00-0034440,Justin Jackson,RB,LAC,2020,169.0,13.8,169,15,65.30000000000001,248,-79,-61.0,Bust
00-0032950,Carson Wentz,QB,PHI,2020,171.0,22.4,171,15,198.4,64,107,-26.7,Steal
00-0036196,Gabe Davis,WR,BUF,2020,175.5,23.5,176,15,136.9,133,43,-15.9,Steal
00-0033556,Tarik Cohen,RB,CHI,2020,175.7,22.1,176,15,17.5,398,-222,-108.8,Bust
00-0034765,Tre'Quan Smith,WR,NO,2020,175.8,15.3,176,15,103.1,173,3,-49.7,Hit
00-0033280,Christian McCaffrey,RB,CAR,2021,1.3,0.6,1,1,127.5,143,-142,-13.9,Bust
00-0033893,Dalvin Cook,RB,MIN,2021,2.5,0.7,2,1,206.3,66,-64,64.9,Bust
00-0033906,Alvin Kamara,RB,NO,2021,3.6,1.2,4,1,234.7,44,-40,93.3,Bust
00-0032764,Derrick Henry,RB,TEN,2021,3.7,1.2,4,1,193.3,78,-74,51.9,Bust
00-0033045,Ezekiel Elliott,RB,DAL,2021,5.2,1.1,5,1,252.06,34,-29,110.7,Reach
00-0031381,Davante Adams,WR,GB,2021,7.0,1.7,7,1,344.3,7,0,205.6,Hit
00-0034791,Nick Chubb,RB,CLE,2021,7.9,1.6,8,1,215.3,60,-52,73.9,Bust
00-0030506,Travis Kelce,TE,KC,2021,8.7,2.0,9,1,262.8,26,-17,175.0,Reach
00-0034844,Saquon Barkley,RB,NYG,2021,10.2,2.5,10,1,148.60000000000002,117,-107,7.2,Bust
00-0033699,Austin Ekeler,RB,LAC,2021,10.7,2.0,11,1,343.8,8,3,202.4,Hit
00-0033040,Tyreek Hill,WR,KC,2021,11.2,2.1,11,1,296.5,21,-10,157.8,Reach
00-0036223,Jonathan Taylor,RB,IND,2021,11.9,2.4,12,1,373.1,5,7,231.8,Hit
00-0036893,Najee Harris,RB,PIT,2021,13.3,2.5,13,2,300.70000000000005,18,-5,159.4,Reach
00-0036328,Antonio Gibson,RB,WAS,2021,14.4,2.0,14,2,229.1,48,-34,87.7,Reach
00-0031588,Stefon Diggs,WR,BUF,2021,15.6,2.2,16,2,285.5,23,-7,146.8,Reach
00-0033897,Joe Mixon,RB,CIN,2021,17.3,2.1,17,2,287.9,22,-5,146.5,Reach
00-0030564,DeAndre Hopkins,WR,ARI,2021,18.1,2.4,18,2,147.2,119,-101,8.5,Bust
00-0036360,Clyde Edwards-Helaire,RB,KC,2021,18.3,2.3,18,2,117.6,157,-139,-23.8,Bust
00-0034837,Calvin Ridley,WR,ATL,2021,19.0,2.3,19,2,71.1,237,-218,-67.6,Bust
00-0035640,DK Metcalf,WR,SEA,2021,20.3,2.2,20,2,244.3,37,-17,105.6,Reach
00-0033873,Patrick Mahomes,QB,KC,2021,21.2,4.9,21,2,361.66,6,15,120.2,Hit
00-0031610,Darren Waller,TE,LV,2021,22.6,3.0,23,2,133.5,134,-111,45.8,Bust
00-0036322,Justin Jefferson,WR,MIN,2021,23.2,2.4,23,2,330.4,11,12,191.7,Hit
00-0035676,A.J. Brown,WR,TEN,2021,25.2,2.2,25,3,180.9,84,-59,42.2,Bust
00-0035685,David Montgomery,RB,CHI,2021,25.7,2.9,26,3,195.0,76,-50,53.6,Bust
00-0035700,Josh Jacobs,RB,LV,2021,27.4,3.8,27,3,226.0,53,-26,84.6,Reach
00-0030279,Keenan Allen,WR,LAC,2021,27.7,2.7,28,3,257.8,30,-2,119.1,Reach
00-0033288,George Kittle,TE,SF,2021,29.4,3.5,29,3,198.0,72,-43,110.2,Bust
00-0035659,Terry McLaurin,WR,WAS,2021,29.5,2.7,30,3,213.5,61,-31,74.8,Reach
00-0035831,James Robinson,RB,JAX,2021,30.3,3.7,30,3,173.9,90,-60,32.5,Bust
00-0036358,CeeDee Lamb,WR,DAL,2021,31.1,3.0,31,3,232.8,46,-15,94.1,Reach
00-0031428,Allen Robinson,WR,CHI,2021,33.7,3.0,34,3,87.0,197,-163,-51.7,Bust
00-0036275,D'Andre Swift,RB,DET,2021,33.7,3.3,34,3,208.9,63,-29,67.5,Reach
00-0034857,Josh Allen,QB,BUF,2021,34.6,5.5,35,3,402.58,2,33,161.1,Hit
00-0035243,Miles Sanders,RB,PHI,2021,37.5,3.6,38,4,117.2,159,-121,-24.2,Bust
00-0031408,Mike Evans,WR,TB,2021,38.6,3.6,39,4,262.5,27,12,123.8,Hit
00-0030431,Robert Woods,WR,LA,2021,39.1,3.5,39,4,137.2,133,-94,-1.5,Bust
00-0035228,Kyler Murray,QB,ARI,2021,40.5,3.6,40,4,300.48,19,21,59.0,Hit
00-0032063,Mike Davis,RB,ATL,2021,41.1,4.0,41,4,138.2,130,-89,-3.2,Bust
00-0035311,Myles Gaskin,RB,MIA,2021,42.1,4.6,42,4,173.60000000000002,91,-49,32.2,Bust
00-0031544,Amari Cooper,WR,DAL,2021,43.1,4.2,43,4,202.5,69,-26,63.8,Reach
00-0027944,Julio Jones,WR,TEN,2021,44.3,5.5,44,4,80.4,217,-173,-58.3,Bust
00-0033921,Chris Godwin Jr.,WR,TB,2021,45.2,4.7,45,4,242.4,39,6,103.7,Hit
00-0033908,Cooper Kupp,WR,LA,2021,47.4,4.3,47,4,439.5,1,46,300.8,Steal
00-0033923,Kareem Hunt,RB,CLE,2021,47.5,6.5,48,4,110.0,166,-118,-31.4,Bust
00-0034796,Lamar Jackson,QB,BAL,2021,48.5,4.9,48,5,239.98,41,7,-1.5,Hit
00-0035216,Diontae Johnson,WR,PIT,2021,48.7,4.2,49,5,274.4,24,25,135.7,Hit
00-0031687,Raheem Mostert,RB,SF,2021,51.3,6.3,51,5,2.0,536,-485,-139.4,Bust
00-0032211,Tyler Lockett,WR,SEA,2021,51.9,4.6,52,5,241.4,40,12,102.7,Hit
00-0030035,Adam Thielen,WR,MIN,2021,52.9,4.6,53,5,199.8,70,-17,61.1,Reach
00-0034753,Mark Andrews,TE,BAL,2021,53.1,5.7,53,5,301.1,17,36,213.4,Steal
00-0035657,Damien Harris,RB,NE,2021,53.8,6.1,54,5,210.1,62,-8,68.7,Reach
00-0035229,T.J. Hockenson,TE,DET,2021,54.1,5.2,54,5,145.3,123,-69,57.6,Bust
00-0036261,Brandon Aiyuk,WR,SF,2021,55.8,4.5,56,5,170.3,93,-37,31.6,Bust
00-0036997,Javonte Williams,RB,DEN,2021,57.4,6.9,57,5,204.9,67,-10,63.5,Reach
00-0034681,Chase Edmonds,RB,ARI,2021,58.1,6.0,58,5,143.3,125,-67,1.9,Bust
00-0033077,Dak Prescott,QB,DAL,2021,59.2,6.1,59,5,320.56000000000006,13,46,79.1,Steal
00-0034827,DJ Moore,WR,CAR,2021,59.9,5.4,60,5,237.5,43,17,98.8,Hit
00-0036355,Justin Herbert,QB,LAC,2021,61.2,7.0,61,6,380.76,3,58,139.3,Steal
00-0036326,Chase Claypool,WR,PIT,2021,61.3,6.2,61,6,166.60000000000002,96,-35,27.9,Reach
00-0036410,Tee Higgins,WR,CIN,2021,64.6,4.8,65,6,219.1,58,7,80.4,Hit
00-0023459,Aaron Rodgers,QB,GB,2021,64.9,6.6,65,6,333.3,10,55,91.9,Steal
00-0036984,Trey Sermon,RB,SF,2021,67.0,6.1,67,6,28.3,352,-285,-113.1,Bust
00-0029263,Russell Wilson,QB,SEA,2021,67.5,6.5,68,6,242.82,38,30,1.4,Hit
00-0036407,Jerry Jeudy,WR,DEN,2021,68.1,5.2,68,6,85.0,204,-136,-53.7,Bust
00-0031260,Logan Thomas,TE,WAS,2021,69.6,7.0,70,6,53.6,276,-206,-34.2,Bust
00-0031235,Odell Beckham Jr.,WR,LA,2021,70.4,5.7,70,6,129.1,139,-69,-9.6,Bust
00-0032144,Melvin Gordon,RB,DEN,2021,72.1,6.5,72,7,195.1,75,-3,53.7,Reach
00-0034816,Ronald Jones,RB,TB,2021,74.5,6.3,74,7,79.2,220,-146,-62.2,Bust
00-0033932,Kenny Golladay,WR,NYG,2021,74.9,5.5,75,7,89.1,195,-120,-49.6,Bust
00-0019596,Tom Brady,QB,TB,2021,76.4,8.8,76,7,374.74,4,72,133.3,Steal
00-0036251,Zack Moss,RB,BUF,2021,76.9,6.0,77,7,105.2,174,-97,-36.2,Bust
00-0036900,Ja'Marr Chase,WR,CIN,2021,77.3,6.3,77,7,304.6,16,61,165.9,Steal
00-0035644,Noah Fant,TE,DEN,2021,78.2,7.7,78,7,159.0,106,-28,71.2,Reach
00-0036912,DeVonta Smith,WR,PHI,2021,81.4,6.1,81,7,185.6,80,1,46.9,Hit
00-0034348,Courtland Sutton,WR,DEN,2021,81.8,6.4,82,7,150.24,116,-34,11.5,Reach
00-0032688,Robbie Chosen,WR,CAR,2021,84.1,8.0,84,8,138.5,128,-44,-0.2,Bust
00-0026498,Matthew Stafford,QB,LA,2021,85.2,7.9,85,8,329.74,12,73,88.3,Steal
00-0033856,Leonard Fournette,RB,TB,2021,85.7,7.2,86,8,255.6,33,53,114.2,Steal
00-0033553,James Conner,RB,ARI,2021,87.5,6.2,88,8,257.7,31,57,116.3,Steal
00-0033857,JuJu Smith-Schuster,WR,PIT,2021,88.0,7.4,88,8,34.8,330,-242,-103.9,Bust
00-0034351,Dallas Goedert,TE,PHI,2021,88.1,8.8,88,8,165.0,97,-9,77.2,Reach
00-0035719,Deebo Samuel Sr.,WR,SF,2021,88.2,5.7,88,8,338.96000000000004,9,79,200.3,Steal
00-0035250,Devin Singletary,RB,BUF,2021,88.8,7.2,89,8,197.8,73,16,56.4,Hit
00-0029701,Ryan Tannehill,QB,TEN,2021,90.9,8.1,91,8,268.36,25,66,26.9,Steal
00-0033757,Robert Tonyan,TE,GB,2021,92.0,11.2,92,8,50.400000000000006,287,-195,-37.3,Bust
00-0036268,Laviska Shenault Jr.,WR,JAX,2021,92.1,6.7,92,8,127.0,144,-52,-11.7,Bust
00-0033009,Tyler Boyd,WR,CIN,2021,94.3,6.5,94,8,183.84,82,12,45.1,Hit
00-0036389,Jalen Hurts,QB,PHI,2021,95.1,9.3,95,8,312.16,15,80,70.7,Steal
00-0033948,Jamaal Williams,RB,DET,2021,96.1,7.6,96,9,119.8,155,-59,-21.6,Bust
00-0032187,David Johnson,RB,HOU,2021,98.2,6.9,98,9,81.30000000000001,215,-117,-60.1,Bust
00-0033118,Kenyan Drake,RB,LV,2021,100.1,7.1,100,9,102.5,182,-82,-38.9,Bust
00-0034777,DJ Chark,WR,JAX,2021,100.4,7.4,100,9,34.4,334,-234,-104.3,Bust
00-0035261,Tony Pollard,RB,DAL,2021,101.1,6.5,101,9,162.60000000000002,104,-3,21.2,Reach
00-0033871,Corey Davis,WR,NYJ,2021,102.3,9.4,102,9,105.2,174,-72,-33.5,Bust
00-0034829,Mike Gesicki,TE,MIA,2021,102.4,11.1,102,9,165.0,97,5,77.2,Hit
00-0031236,Brandin Cooks,WR,HOU,2021,103.3,7.4,103,9,231.8,47,56,93.1,Steal
00-0034109,Phillip Lindsay,RB,MIA,2021,104.5,9.5,104,9,45.400000000000006,304,-200,-96.0,Bust
00-0036613,Jaylen Waddle,WR,MIA,2021,105.2,7.7,105,9,247.8,35,70,109.1,Steal
00-0033110,Tyler Higbee,TE,LA,2021,105.5,12.2,106,9,147.0,120,-14,59.2,Reach
00-0034972,Alexander Mattison,RB,MIN,2021,106.6,8.0,107,9,125.9,146,-39,-15.5,Bust
00-0035140,Mecole Hardman,WR,KC,2021,109.5,8.4,110,10,140.9,127,-17,2.2,Reach
00-0036442,Joe Burrow,QB,CIN,2021,110.2,11.1,110,10,314.24,14,96,72.8,Steal
00-0036309,Darnell Mooney,WR,CHI,2021,113.2,7.1,113,10,219.7,57,56,81.0,Steal
