player_id,player_name,position,team,season,adp,adp_stdev,adp_rank,round_drafted,fantasy_points_ppr,actual_rank,value_score,vorp,outcome
00-0038040,Zamir White,RB,LV,2024,64.8,7.3,65,6,29.3,327,-262,-133.0,Bust
00-0038933,Dalton Kincaid,TE,BUF,2024,67.0,7.7,67,6,100.8,185,-118,6.0,Bust
00-0031687,Raheem Mostert,RB,MIA,2024,68.0,6.3,68,6,70.9,226,-158,-91.4,Bust
00-0035228,Kyler Murray,QB,ARI,2024,68.4,8.1,68,6,297.24,18,50,66.4,Steal
00-0035659,Terry McLaurin,WR,WAS,2024,70.6,6.3,71,6,267.8,26,45,122.4,Steal
00-0033921,Chris Godwin Jr.,WR,TB,2024,71.5,3.8,72,6,137.8,125,-53,-7.6,Bust
00-0033288,George Kittle,TE,SF,2024,72.4,7.0,72,7,236.6,52,20,141.8,Hit
00-0034837,Calvin Ridley,WR,TEN,2024,74.2,5.5,74,7,199.2,73,1,53.8,Hit
00-0036251,Zack Moss,RB,CIN,2024,75.3,6.4,75,7,81.9,213,-138,-80.4,Bust
00-0035261,Tony Pollard,RB,TEN,2024,75.9,8.0,76,7,200.7,70,6,38.4,Hit
00-0035662,Marquise Brown,WR,KC,2024,78.2,7.4,78,7,18.1,368,-290,-127.3,Bust
00-0036264,Jordan Love,QB,GB,2024,78.7,6.8,79,7,233.86,53,26,3.0,Hit
00-0039894,Xavier Worthy,WR,KC,2024,78.8,6.8,79,7,187.2,83,-4,41.8,Reach
00-0036442,Joe Burrow,QB,CIN,2024,81.0,8.0,81,7,372.8200000000001,4,77,142.0,Steal
00-0039901,Keon Coleman,WR,BUF,2024,81.5,5.0,82,7,111.5,167,-85,-33.9,Bust
00-0037228,Jaylen Warren,RB,PIT,2024,82.5,5.8,82,7,124.1,144,-62,-38.2,Bust
00-0039344,Jonathon Brooks,RB,CAR,2024,82.7,5.7,83,7,7.5,438,-355,-154.8,Bust
00-0038124,Christian Watson,WR,GB,2024,82.8,5.5,83,7,105.3,176,-93,-40.1,Bust
00-0034184,Gus Edwards,RB,LAC,2024,86.9,6.6,87,8,64.1,239,-152,-98.2,Bust
00-0039915,Ladd McConkey,WR,LAC,2024,88.5,5.7,88,8,240.9,45,43,95.5,Steal
00-0033699,Austin Ekeler,RB,WAS,2024,88.7,9.0,89,8,132.3,131,-42,-29.9,Bust
00-0033881,Evan Engram,TE,JAX,2024,89.3,9.4,89,8,89.5,206,-117,-5.3,Bust
00-0036212,Tua Tagovailoa,QB,MIA,2024,89.6,7.0,90,8,181.58,90,0,-49.3,Hit
00-0039032,Tyjae Spears,RB,TEN,2024,89.9,6.4,90,8,113.6,164,-74,-48.7,Bust
00-0030564,DeAndre Hopkins,WR,KC,2024,91.7,6.9,92,8,147.0,116,-24,1.6,Reach
00-0033106,Jared Goff,QB,DET,2024,92.3,6.2,92,8,324.46,11,81,93.6,Steal
00-0038597,Chase Brown,RB,CIN,2024,93.3,6.9,93,8,255.0,34,59,92.8,Steal
00-0038041,Jake Ferguson,TE,DAL,2024,94.3,7.7,94,8,104.4,178,-84,9.6,Bust
00-0038543,Jaxon Smith-Njigba,WR,SEA,2024,94.7,7.6,95,8,253.0,37,58,107.6,Steal
00-0037267,Jerome Ford,RB,CLE,2024,95.9,9.1,96,8,134.0,130,-34,-28.2,Reach
00-0037240,Jameson Williams,WR,DET,2024,99.9,8.5,100,9,212.2,64,36,66.8,Steal
00-0037816,Romeo Doubs,WR,GB,2024,100.0,6.4,100,9,132.1,132,-32,-13.3,Reach
00-0034348,Courtland Sutton,WR,DEN,2024,100.9,6.8,101,9,240.3,50,51,94.9,Steal
00-0039921,Trey Benson,RB,ARI,2024,102.2,7.1,102,9,47.0,276,-174,-115.2,Bust
00-0033885,David Njoku,TE,CLE,2024,102.9,9.0,103,9,148.5,114,-11,53.7,Reach
00-0036355,Justin Herbert,QB,LAC,2024,103.6,7.3,104,9,285.40000000000003,20,84,54.6,Steal
00-0037261,Khalil Shakir,WR,BUF,2024,104.7,10.1,105,9,182.5,88,17,37.1,Hit
00-0039738,Blake Corum,RB,LA,2024,105.2,6.5,105,9,33.5,311,-206,-128.8,Bust
00-0035216,Diontae Johnson,WR,HOU,2024,105.7,8.4,106,9,89.1,207,-101,-56.3,Bust
00-0039338,Brock Bowers,TE,LV,2024,108.1,6.0,108,10,262.7,32,76,167.9,Steal
00-0035229,T.J. Hockenson,TE,MIN,2024,108.6,10.0,109,10,86.5,208,-99,-8.3,Bust
00-0035250,Devin Singletary,RB,NYG,2024,109.7,9.9,110,10,96.6,191,-81,-65.6,Bust
00-0032211,Tyler Lockett,WR,SEA,2024,111.9,7.1,112,10,121.0,152,-40,-24.4,Bust
00-0033282,Curtis Samuel,WR,BUF,2024,112.8,6.2,113,10,63.7,241,-128,-81.7,Bust
00-0039918,Caleb Williams,QB,CHI,2024,112.9,9.1,113,10,254.54,35,78,23.7,Steal
00-0037263,Tyler Allgeier,RB,ATL,2024,113.3,6.9,113,10,106.2,175,-62,-56.0,Bust
00-0036139,Rico Dowdle,RB,DAL,2024,114.0,7.8,114,10,197.8,74,40,35.6,Steal
00-0039165,Zach Charbonnet,RB,SEA,2024,114.6,11.8,115,10,186.9,84,31,24.7,Hit
00-0023459,Aaron Rodgers,QB,NYJ,2024,116.4,10.9,116,10,256.58,33,83,25.7,Steal
00-0039910,Jayden Daniels,QB,WAS,2024,116.7,12.7,117,10,355.82,7,110,125.0,Steal
00-0031236,Brandin Cooks,WR,DAL,2024,117.7,5.6,118,10,69.6,228,-110,-75.8,Bust
00-0033536,Mike Williams,WR,PIT,2024,117.7,6.7,118,10,56.8,256,-138,-88.6,Bust
00-0036997,Javonte Williams,RB,DEN,2024,117.7,13.8,118,10,157.9,108,10,-4.3,Hit
00-0036894,Pat Freiermuth,TE,PIT,2024,118.3,7.7,118,10,170.3,101,17,75.5,Hit
00-0026498,Matthew Stafford,QB,LA,2024,119.1,10.7,119,10,214.58,61,58,-16.3,Steal
00-0036158,J.K. Dobbins,RB,LAC,2024,120.3,9.5,120,11,191.8,80,40,29.6,Steal
00-0036555,Chuba Hubbard,RB,CAR,2024,121.3,10.2,121,11,241.6,42,79,79.4,Steal
00-0038994,Jordan Addison,WR,MIN,2024,127.3,11.4,127,11,212.5,63,64,67.1,Steal
00-0036407,Jerry Jeudy,WR,CLE,2024,127.7,10.6,128,11,240.9,45,83,95.5,Steal
00-0038794,Jaleel McLaughlin,RB,DEN,2024,128.1,9.9,128,11,97.2,189,-61,-65.0,Bust
00-0037545,Rashid Shaheed,WR,NO,2024,128.8,11.5,129,11,81.80000000000001,214,-85,-63.6,Bust
00-0029604,Kirk Cousins,QB,ATL,2024,129.4,13.8,129,11,176.32,94,35,-54.5,Hit
00-0033357,Taysom Hill,TE,NO,2024,129.9,12.2,130,11,102.34,184,-54,7.6,Bust
00-0033045,Ezekiel Elliott,RB,DAL,2024,131.2,9.4,131,11,57.5,253,-122,-104.8,Bust
00-0036971,Trevor Lawrence,QB,JAX,2024,133.7,10.6,134,12,145.2,118,16,-85.6,Hit
00-0034351,Dallas Goedert,TE,PHI,2024,133.8,10.8,134,12,103.6,181,-47,8.8,Bust
00-0039919,Rome Odunze,WR,CHI,2024,133.8,10.3,134,12,144.9,119,15,-0.5,Hit
00-0030035,Adam Thielen,WR,CAR,2024,138.1,10.9,138,12,139.5,124,14,-5.9,Hit
00-0037276,Ty Chandler,RB,MIN,2024,138.2,12.7,138,12,28.4,332,-194,-133.8,Bust
00-0039893,Brian Thomas Jr.,WR,JAX,2024,142.9,16.0,143,12,284.0,21,122,138.6,Steal
00-0034383,Dalton Schultz,TE,HOU,2024,143.7,18.2,144,12,118.2,159,-15,23.4,Reach
00-0039361,Bucky Irving,RB,TB,2024,145.8,15.5,146,13,244.4,40,106,82.2,Steal
00-0036328,Antonio Gibson,RB,NE,2024,147.9,13.8,148,13,103.4,182,-34,-58.8,Reach
00-0039144,Luke Musgrave,TE,GB,2024,151.1,11.3,151,13,11.5,417,-266,-83.3,Bust
00-0039890,Adonai Mitchell,WR,IND,2024,158.2,18.6,158,14,53.76,265,-107,-91.6,Bust
00-0038393,Dontayvion Wicks,WR,GB,2024,158.9,18.1,159,14,110.5,168,-9,-34.9,Reach
00-0033537,Deshaun Watson,QB,CLE,2024,159.0,12.6,159,14,76.72,223,-64,-154.1,Bust
00-0030565,Geno Smith,QB,SEA,2024,159.4,11.6,159,14,266.0,29,130,35.2,Steal
00-0039811,MarShawn Lloyd,RB,GB,2024,159.5,12.5,160,14,2.8,490,-330,-159.4,Bust
00-0039874,Jaylen Wright,RB,MIA,2024,159.6,13.0,160,14,26.700000000000003,339,-179,-135.6,Bust
00-0034960,Jakobi Meyers,WR,LV,2024,160.4,18.4,160,14,218.0,59,101,72.6,Steal
00-0039152,Will Levis,QB,TEN,2024,160.8,13.7,161,14,119.94,156,5,-110.9,Hit
00-0039875,Ray Davis,RB,BUF,2024,162.1,10.4,162,14,116.1,161,1,-46.2,Hit
00-0036196,Gabe Davis,WR,JAX,2024,164.2,13.0,164,14,53.900000000000006,263,-99,-91.5,Bust
00-0038559,Michael Wilson,WR,ARI,2024,165.8,10.8,166,14,124.5,143,23,-20.9,Hit
00-0037838,Isaiah Likely,TE,BAL,2024,166.4,12.0,166,14,123.7,145,21,28.9,Hit
00-0038976,Marvin Mims Jr.,WR,DEN,2024,167.7,12.5,168,14,129.5,136,32,-15.9,Hit
00-0036900,Ja'Marr Chase,WR,CIN,2025,1.8,0.8,2,1,313.6,16,-14,202.9,Reach
00-0034844,Saquon Barkley,RB,PHI,2025,2.2,0.9,2,1,232.3,37,-35,88.5,Reach
00-0038542,Bijan Robinson,RB,ATL,2025,2.3,0.7,2,1,370.8,3,-1,227.0,Reach
00-0039139,Jahmyr Gibbs,RB,DET,2025,3.9,1.3,4,1,366.9,4,0,223.1,Hit
00-0032764,Derrick Henry,RB,BAL,2025,5.1,1.1,5,1,279.5,25,-20,135.7,Reach
00-0036322,Justin Jefferson,WR,MIN,2025,5.9,1.8,6,1,201.5,65,-59,90.8,Bust
00-0036358,CeeDee Lamb,WR,DAL,2025,6.8,1.7,7,1,200.9,66,-59,90.2,Bust
00-0033280,Christian McCaffrey,RB,SF,2025,6.9,1.8,7,1,416.6,1,6,272.8,Hit
00-0040122,Ashton Jeanty,RB,LV,2025,9.6,2.0,10,1,245.1,30,-20,101.3,Reach
00-0036554,Nico Collins,WR,HOU,2025,10.0,1.5,10,1,226.2,42,-32,115.5,Reach
00-0039337,Malik Nabers,WR,NYG,2025,11.2,2.2,11,1,57.1,257,-246,-53.6,Bust
00-0035700,Josh Jacobs,RB,GB,2025,11.9,1.5,12,1,237.1,34,-22,93.3,Reach
00-0039075,Puka Nacua,WR,LA,2025,13.5,2.1,14,2,375.0,2,12,264.3,Hit
00-0039040,De'Von Achane,RB,MIA,2025,13.6,1.8,14,2,322.8,12,2,179.0,Hit
00-0036223,Jonathan Taylor,RB,IND,2025,13.7,2.4,14,2,362.3,6,8,218.5,Hit
00-0039893,Brian Thomas Jr.,WR,JAX,2025,15.8,2.8,16,2,138.8,117,-101,28.1,Bust
00-0036963,Amon-Ra St. Brown,WR,DET,2025,16.0,2.9,16,2,324.0,11,5,213.3,Hit
00-0037238,Drake London,WR,ATL,2025,17.5,3.4,18,2,201.9,63,-45,91.2,Bust
00-0037840,Kyren Williams,RB,LA,2025,17.9,1.7,18,2,263.3,28,-10,119.5,Reach
00-0034796,Lamar Jackson,QB,BAL,2025,18.7,6.8,19,2,214.86,53,-34,62.1,Reach
00-0039361,Bucky Irving,RB,TB,2025,19.0,3.1,19,2,138.5,118,-99,-5.3,Bust
00-0038597,Chase Brown,RB,CIN,2025,20.4,3.9,20,2,282.6,24,-4,138.8,Reach
00-0035676,A.J. Brown,WR,PHI,2025,21.5,2.1,22,2,220.3,46,-24,109.6,Reach
00-0034857,Josh Allen,QB,BUF,2025,24.2,3.5,24,3,364.62,5,19,211.9,Hit
00-0036410,Tee Higgins,WR,CIN,2025,25.1,3.1,25,3,211.6,55,-30,100.9,Reach
00-0039915,Ladd McConkey,WR,LAC,2025,25.6,3.0,26,3,180.9,83,-57,70.2,Bust
00-0031408,Mike Evans,WR,TB,2025,27.8,2.5,28,3,84.80000000000001,203,-175,-25.9,Bust
00-0039910,Jayden Daniels,QB,WAS,2025,28.6,2.1,29,3,114.28,156,-127,-38.5,Bust
00-0037248,James Cook,RB,BUF,2025,29.0,3.9,29,3,302.20000000000005,18,11,158.4,Hit
00-0036442,Joe Burrow,QB,CIN,2025,29.9,4.0,30,3,134.46,123,-93,-18.3,Bust
00-0031381,Davante Adams,WR,LA,2025,29.9,2.6,30,3,222.9,43,-13,112.2,Reach
00-0033040,Tyreek Hill,WR,MIA,2025,30.3,2.9,30,3,53.5,265,-235,-57.2,Bust
00-0035640,DK Metcalf,WR,PIT,2025,32.9,3.9,33,3,187.2,74,-41,76.5,Bust
00-0039338,Brock Bowers,TE,LV,2025,33.7,10.4,34,3,176.2,90,-56,73.4,Bust
00-0040666,Omarion Hampton,RB,LAC,2025,34.2,5.6,34,3,135.7,121,-87,-8.1,Bust
00-0035659,Terry McLaurin,WR,WAS,2025,34.3,3.4,34,3,114.2,157,-123,3.5,Bust
00-0036555,Chuba Hubbard,RB,CAR,2025,35.1,3.9,35,3,125.4,139,-104,-18.4,Bust
00-0039849,Marvin Harrison Jr.,WR,ARI,2025,35.2,3.8,35,3,127.8,133,-98,17.1,Bust
00-0033553,James Conner,RB,ARI,2025,35.2,3.7,35,3,33.3,316,-281,-110.5,Bust
00-0036389,Jalen Hurts,QB,PHI,2025,35.9,3.7,36,3,301.06,19,17,148.3,Hit
00-0033906,Alvin Kamara,RB,NO,2025,36.9,5.0,37,4,100.7,170,-133,-43.1,Bust
00-0038543,Jaxon Smith-Njigba,WR,SEA,2025,39.6,4.7,40,4,359.9,7,33,249.2,Hit
00-0037744,Trey McBride,TE,ARI,2025,41.7,10.8,42,4,315.9,14,28,213.1,Hit
00-0037740,Garrett Wilson,WR,NYJ,2025,41.7,5.8,42,4,99.5,173,-131,-11.2,Bust
00-0038134,Kenneth Walker III,RB,SEA,2025,43.6,6.6,44,4,191.9,70,-26,48.1,Reach
00-0034827,DJ Moore,WR,CHI,2025,44.1,4.2,44,4,172.18,94,-50,61.5,Bust
00-0039894,Xavier Worthy,WR,KC,2025,46.5,5.4,46,4,109.9,163,-117,-0.8,Bust
00-0040124,Tetairoa McMillan,WR,CAR,2025,47.3,5.6,47,4,213.4,54,-7,102.7,Reach
00-0040734,TreVeyon Henderson,RB,NE,2025,47.5,5.3,48,4,206.2,61,-13,62.4,Reach
00-0036912,DeVonta Smith,WR,PHI,2025,48.2,3.3,48,5,201.8,64,-16,91.1,Reach
00-0038120,Breece Hall,RB,NYJ,2025,48.6,4.8,49,5,207.66,59,-10,63.8,Reach
00-0034348,Courtland Sutton,WR,DEN,2025,49.7,5.6,50,5,219.7,48,2,109.0,Hit
00-0033288,George Kittle,TE,SF,2025,50.7,4.0,51,5,161.5,102,-51,58.7,Bust
00-0034855,Baker Mayfield,QB,TB,2025,51.1,11.2,51,5,271.92,26,25,119.2,Hit
00-0037240,Jameson Williams,WR,DET,2025,53.6,4.2,54,5,219.9,47,7,109.2,Hit
00-0033873,Patrick Mahomes,QB,KC,2025,54.7,6.1,55,5,285.68,23,32,132.9,Hit
00-0035261,Tony Pollard,RB,TEN,2025,57.3,3.9,57,5,185.8,77,-20,42.0,Reach
00-0034837,Calvin Ridley,WR,TEN,2025,57.6,4.6,58,5,47.3,287,-229,-63.4,Bust
00-0036275,D'Andre Swift,RB,CHI,2025,57.8,4.3,58,5,228.6,38,20,84.8,Hit
00-0035685,David Montgomery,RB,DET,2025,58.2,6.2,58,5,166.92000000000002,97,-39,23.1,Bust
00-0040730,RJ Harvey,RB,DEN,2025,61.1,5.9,61,6,206.6,60,1,62.8,Hit
00-0037247,George Pickens,WR,DAL,2025,61.4,4.4,61,6,291.9,21,40,181.2,Steal
00-0036407,Jerry Jeudy,WR,CLE,2025,61.6,5.9,62,6,120.7,146,-84,10.0,Bust
00-0039064,Zay Flowers,WR,BAL,2025,63.6,5.4,64,6,243.3,31,33,132.6,Hit
00-0037197,Isiah Pacheco,RB,KC,2025,64.0,5.0,64,6,87.30000000000001,198,-134,-56.5,Bust
00-0036613,Jaylen Waddle,WR,MIA,2025,67.0,6.0,67,6,194.12,68,-1,83.4,Reach
00-0040142,Kaleb Johnson,RB,PIT,2025,67.3,5.9,67,6,8.8,443,-376,-135.0,Bust
00-0035719,Deebo Samuel Sr.,WR,WAS,2025,67.9,7.6,68,6,188.2,72,-4,77.5,Reach
00-0039065,Sam LaPorta,TE,DET,2025,68.0,7.3,68,6,106.9,165,-97,4.1,Bust
00-0039732,Bo Nix,QB,DEN,2025,69.7,8.3,70,6,304.84000000000003,17,53,152.1,Steal
00-0039384,Tyrone Tracy Jr.,RB,NYG,2025,69.9,5.6,70,6,160.8,103,-33,17.0,Reach
00-0040718,Travis Hunter,WR,JAX,2025,71.4,6.5,71,6,63.8,241,-170,-46.9,Bust
00-0040667,Matthew Golden,WR,GB,2025,71.8,7.7,72,6,70.0,228,-156,-40.7,Bust
00-0037239,Chris Olave,WR,NO,2025,72.7,7.0,73,7,268.0,27,46,157.3,Steal
00-0030506,Travis Kelce,TE,KC,2025,73.1,5.5,73,7,193.2,69,4,90.4,Hit
00-0039916,Ricky Pearsall,WR,SF,2025,74.3,7.8,74,7,88.6,193,-119,-22.1,Bust
00-0034960,Jakobi Meyers,WR,JAX,2025,76.8,6.9,77,7,175.8,91,-14,65.1,Reach
00-0037228,Jaylen Warren,RB,PIT,2025,77.6,8.6,78,7,217.1,51,27,73.3,Hit
00-0039919,Rome Odunze,WR,CHI,2025,78.6,7.3,79,7,146.10000000000002,111,-32,35.4,Reach
00-0040129,Emeka Egbuka,WR,TB,2025,80.6,7.1,81,7,195.7,67,14,85.0,Hit
00-0036259,Jauan Jennings,WR,SF,2025,82.5,6.3,82,7,173.3,93,-11,62.6,Reach
00-0031588,Stefon Diggs,WR,NE,2025,83.4,4.7,83,7,210.3,57,26,99.6,Hit
00-0034753,Mark Andrews,TE,BAL,2025,84.5,7.2,84,8,131.0,126,-42,28.2,Bust
00-0033699,Austin Ekeler,RB,WAS,2025,84.7,7.0,85,8,13.1,414,-329,-130.7,Bust
00-0033077,Dak Prescott,QB,DAL,2025,85.3,12.9,85,8,313.78000000000003,15,70,161.0,Steal
00-0035228,Kyler Murray,QB,ARI,2025,87.8,7.7,88,8,77.78,212,-124,-75.0,Bust
00-0036158,J.K. Dobbins,RB,DEN,2025,88.8,10.0,89,8,115.9,155,-66,-27.9,Bust
00-0037261,Khalil Shakir,WR,BUF,2025,90.5,4.5,90,8,166.4,98,-8,55.7,Reach
00-0037525,Jordan Mason,RB,MIN,2025,92.5,9.0,92,8,128.9,130,-38,-14.9,Bust
00-0039901,Keon Coleman,WR,BUF,2025,94.1,8.6,94,8,102.4,169,-75,-8.3,Bust
00-0033908,Cooper Kupp,WR,SEA,2025,94.5,6.7,94,8,116.3,154,-60,5.6,Bust
00-0033106,Jared Goff,QB,DET,2025,95.4,13.0,95,8,297.06,20,75,144.3,Steal
00-0039067,Rashee Rice,WR,KC,2025,96.2,8.4,96,9,150.1,107,-11,39.4,Reach
00-0039165,Zach Charbonnet,RB,SEA,2025,99.1,9.5,99,9,181.4,82,17,37.6,Hit
00-0038994,Jordan Addison,WR,MIN,2025,99.8,8.7,100,9,135.10000000000002,122,-22,24.4,Reach
00-0040128,Tyler Warren,TE,IND,2025,101.6,13.8,102,9,188.5,71,31,85.7,Hit
00-0039918,Caleb Williams,QB,CHI,2025,101.8,8.3,102,9,318.18,13,89,165.4,Steal
00-0040242,Jacory Croskey-Merritt,RB,WAS,2025,101.9,11.7,102,9,140.3,116,-14,-3.5,Reach
00-0033921,Chris Godwin Jr.,WR,TB,2025,103.5,8.2,104,9,83.0,206,-102,-27.7,Bust
00-0038996,Tucker Kraft,TE,GB,2025,108.5,16.5,108,10,117.2,151,-43,14.4,Bust
00-0033881,Evan Engram,TE,DEN,2025,110.1,15.6,110,10,102.8,168,-58,0.0,Bust
00-0036355,Justin Herbert,QB,LAC,2025,110.2,10.2,110,10,286.88,22,88,134.1,Steal
00-0034775,Christian Kirk,WR,HOU,2025,111.7,8.5,112,10,57.900000000000006,256,-144,-52.8,Bust
00-0039923,J.J. McCarthy,QB,MIN,2025,111.9,6.9,112,10,125.38,140,-28,-27.4,Reach
00-0036997,Javonte Williams,RB,DAL,2025,112.8,11.5,113,10,242.8,32,81,99.0,Steal
00-0038976,Marvin Mims Jr.,WR,DEN,2025,114.9,12.2,115,10,95.0,179,-64,-15.7,Bust
00-0036945,Justin Fields,QB,NYJ,2025,114.9,8.9,115,10,142.66,115,0,-10.1,Hit
00-0039851,Drake Maye,QB,NE,2025,116.1,9.8,116,10,351.96,8,108,199.2,Steal
00-0030279,Keenan Allen,WR,LAC,2025,119.2,10.7,119,10,182.7,81,38,72.0,Steal
00-0038041,Jake Ferguson,TE,DAL,2025,120.1,19.4,120,11,188.1,73,47,85.3,Steal
00-0040130,Jayden Higgins,WR,HOU,2025,121.9,13.1,122,11,129.5,129,-7,18.8,Reach
00-0036875,Rhamondre Stevenson,RB,NE,2025,123.4,13.6,123,11,178.8,85,38,35.0,Steal
00-0039163,C.J. Stroud,QB,HOU,2025,124.2,17.0,124,11,208.54,58,66,55.8,Steal
00-0040784,Quinshon Judkins,RB,CLE,2025,125.3,15.5,125,11,169.8,96,29,26.0,Hit
00-0036264,Jordan Love,QB,GB,2025,125.8,11.4,126,11,235.14,36,90,82.4,Steal
00-0038555,Tank Bigsby,RB,PHI,2025,127.4,16.5,127,11,53.8,264,-137,-90.0,Bust
00-0040715,Cam Skattebo,RB,NYG,2025,130.7,13.7,131,11,127.7,135,-4,-16.1,Reach
00-0034351,Dallas Goedert,TE,PHI,2025,133.6,29.9,134,12,185.1,78,56,82.3,Steal
00-0037267,Jerome Ford,RB,CLE,2025,134.6,12.0,135,12,43.6,292,-157,-100.2,Bust
00-0034791,Nick Chubb,RB,HOU,2025,138.3,14.6,138,12,88.30000000000001,195,-57,-55.5,Bust
00-0038933,Dalton Kincaid,TE,BUF,2025,139.2,27.8,139,12,126.1,137,2,23.3,Hit
00-0039921,Trey Benson,RB,ARI,2025,142.2,14.8,142,12,35.400000000000006,313,-171,-108.4,Bust
00-0040198,Ollie Gordon II,RB,MIA,2025,142.7,19.5,143,12,54.1,262,-119,-89.7,Bust
00-0040126,Colston Loveland,TE,CHI,2025,143.9,20.9,144,12,165.10000000000002,100,44,62.3,Steal
00-0039794,Braelon Allen,RB,NYJ,2025,145.7,21.2,146,13,15.3,396,-250,-128.5,Bust
00-0040586,Jaydon Blue,RB,DAL,2025,153.0,14.2,153,13,20.4,372,-219,-123.4,Bust
00-0040162,Dylan Sampson,RB,CLE,2025,154.8,16.9,155,13,87.6,197,-42,-56.2,Bust
00-0030035,Adam Thielen,WR,PIT,2025,156.6,17.0,157,14,39.6,298,-141,-71.1,Bust
