attempts,completions,passing_yards,passing_tds,interceptions,carries,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,fpts_ppr_projected,player_id,player_name,position,team,age,age_multiplier,projection_confidence,games_recent,games,fpts_ppr_actual,error,abs_error,pct_error
,,0.0,0.0,0.0,240.0,1042.0,10.8,32.0,25.0,200.0,1.0,220.0,00-0035685,David Montgomery,RB,DET,27.0,0.94,High,17,15,225.32,-5.319999999999993,5.319999999999993,-2.4
,,0.0,0.0,0.0,0.0,0.0,0.0,49.0,32.0,316.0,4.5,90.6,00-0035689,Dawson Knox,TE,BUF,28.0,1.02,Medium,12,17,67.6,23.0,23.0,34.0
,,0.0,0.0,0.0,235.0,926.0,7.3,56.0,42.0,319.0,1.7,220.5,00-0035700,Josh Jacobs,RB,LV,27.0,0.94,Medium,13,18,314.20000000000005,-93.70000000000005,93.70000000000005,-29.8
488.0,324.0,3025.0,10.1,13.1,611.0,609.0,3.7,0.0,0.0,0.0,0.0,218.3,00-0035710,Daniel Jones,QB,NYG,27.0,1.0,Low,6,10,135.3,83.0,83.0,61.3
,,0.0,0.0,0.0,0.0,0.0,0.0,108.0,70.0,979.0,5.2,199.1,00-0035719,Deebo Samuel Sr.,WR,SF,29.0,0.98,High,18,14,155.6,43.5,43.5,28.0
,,0.0,0.0,0.0,0.0,0.0,0.0,49.0,30.0,319.0,4.0,85.9,00-0036040,Juwan Johnson,TE,NO,28.0,1.02,Medium,13,15,122.8,-36.89999999999999,36.89999999999999,-30.0
,,0.0,0.0,0.0,85.0,343.0,1.7,17.0,13.0,107.0,0.5,71.2,00-0036139,Rico Dowdle,RB,DAL,26.0,1.0,High,17,16,197.8,-126.60000000000001,126.60000000000001,-64.0
,,0.0,0.0,0.0,0.0,0.0,0.0,53.0,31.0,422.0,3.4,93.6,00-0036182,Nick Westbrook-Ikhine,WR,TEN,27.0,1.03,Medium,13,13,135.7,-42.099999999999994,42.099999999999994,-31.0
,,0.0,0.0,0.0,0.0,0.0,0.0,69.0,38.0,647.0,6.2,139.9,00-0036196,Gabe Davis,WR,BUF,26.0,1.02,High,16,9,53.9,86.0,86.0,159.6
552.0,370.0,4410.0,28.3,12.9,111.0,109.0,0.9,0.0,0.0,0.0,0.0,280.1,00-0036212,Tua Tagovailoa,QB,MIA,27.0,1.0,High,18,11,181.58,98.52000000000001,98.52000000000001,54.3
,,0.0,0.0,0.0,264.0,1211.0,10.1,26.0,20.0,146.0,0.8,221.1,00-0036223,Jonathan Taylor,RB,IND,26.0,1.0,Medium,10,14,246.7,-25.599999999999994,25.599999999999994,-10.4
,,0.0,0.0,0.0,0.0,0.0,0.0,33.0,24.0,241.0,1.6,57.7,00-0036244,Colby Parkinson,TE,SEA,26.0,0.98,High,14,17,77.6,-19.89999999999999,19.89999999999999,-25.6
,,0.0,0.0,0.0,192.0,853.0,4.6,39.0,30.0,189.0,1.2,169.0,00-0036251,Zack Moss,RB,IND,27.0,0.94,High,14,8,81.9,87.1,87.1,106.3
,,0.0,0.0,0.0,0.0,0.0,0.0,193.0,134.0,1413.0,5.4,307.7,00-0036252,Michael Pittman,WR,IND,27.0,1.03,High,16,16,165.8,141.89999999999998,141.89999999999998,85.6
,,0.0,0.0,0.0,0.0,0.0,0.0,35.0,22.0,276.0,1.5,58.6,00-0036259,Jauan Jennings,WR,SF,27.0,1.03,High,15,15,210.5,-151.9,151.9,-72.2
,,0.0,0.0,0.0,0.0,0.0,0.0,104.0,69.0,1097.0,6.4,217.1,00-0036261,Brandon Aiyuk,WR,SF,26.0,1.02,High,19,7,62.400000000000006,154.7,154.7,247.9
549.0,353.0,4053.0,30.2,11.5,202.0,142.0,2.1,0.0,0.0,0.0,0.0,286.7,00-0036264,Jordan Love,QB,GB,26.0,0.98,High,19,16,237.34,49.359999999999985,49.359999999999985,20.8
,,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,173.0,0.5,40.3,00-0036268,Laviska Shenault Jr.,WR,CAR,26.0,1.02,Medium,8,6,14.7,25.599999999999998,25.599999999999998,174.1
,,0.0,0.0,0.0,238.0,1101.0,7.1,51.0,39.0,269.0,1.5,227.6,00-0036275,D'Andre Swift,RB,PHI,26.0,1.0,High,17,17,214.5,13.099999999999994,13.099999999999994,6.1
,,0.0,0.0,0.0,0.0,0.0,0.0,96.0,73.0,731.0,6.1,182.7,00-0036290,Cole Kmet,TE,CHI,25.0,0.94,High,15,14,120.4,62.29999999999998,62.29999999999998,51.7
,,0.0,0.0,0.0,0.0,0.0,0.0,70.0,40.0,507.0,1.8,101.5,00-0036309,Darnell Mooney,WR,CHI,27.0,1.03,High,14,16,193.2,-91.69999999999999,91.69999999999999,-47.5
,,0.0,0.0,0.0,0.0,0.0,0.0,145.0,99.0,1499.0,7.1,291.5,00-0036322,Justin Jefferson,WR,MIN,25.0,0.99,Medium,10,18,328.28000000000003,-36.78000000000003,36.78000000000003,-11.2
,,0.0,0.0,0.0,60.0,237.0,1.5,68.0,55.0,426.0,2.0,142.3,00-0036328,Antonio Gibson,RB,WAS,26.0,1.0,High,16,17,103.4,38.900000000000006,38.900000000000006,37.6
,,0.0,0.0,0.0,0.0,0.0,0.0,32.0,20.0,174.0,1.0,43.4,00-0036331,Devin Duvernay,WR,BAL,27.0,1.03,Low,6,10,19.200000000000003,24.199999999999996,24.199999999999996,126.0
,,0.0,0.0,0.0,0.0,0.0,0.0,88.0,57.0,646.0,4.6,149.2,00-0036345,K.J. Osborn,WR,MIN,27.0,1.03,High,15,6,18.7,130.5,130.5,697.9
583.0,385.0,4052.0,25.5,9.2,237.0,259.0,3.0,0.0,0.0,0.0,0.0,289.6,00-0036355,Justin Herbert,QB,LAC,26.0,0.98,Medium,13,18,291.08,-1.4799999999999613,1.4799999999999613,-0.5
,,0.0,0.0,0.0,0.0,0.0,0.0,168.0,119.0,1541.0,9.7,331.3,00-0036358,CeeDee Lamb,WR,DAL,25.0,0.99,High,18,15,263.40000000000003,67.89999999999998,67.89999999999998,25.8
,,0.0,0.0,0.0,0.0,0.0,0.0,38.0,16.0,236.0,0.7,43.8,00-0036387,Jalen Reagor,WR,NE,26.0,1.02,Medium,9,7,14.7,29.099999999999998,29.099999999999998,198.0
534.0,347.0,3917.0,22.5,11.7,712.0,669.0,13.6,0.0,0.0,0.0,0.0,371.8,00-0036389,Jalen Hurts,QB,PHI,26.0,0.98,High,18,19,411.56,-39.75999999999999,39.75999999999999,-9.7
,,0.0,0.0,0.0,0.0,0.0,0.0,93.0,58.0,820.0,2.9,157.4,00-0036407,Jerry Jeudy,WR,DEN,25.0,0.99,High,16,17,240.9,-83.5,83.5,-34.7
,,0.0,0.0,0.0,0.0,0.0,0.0,108.0,65.0,958.0,6.8,201.6,00-0036410,Tee Higgins,WR,CIN,26.0,1.02,Medium,12,12,222.1,-20.5,20.5,-9.2
,,0.0,0.0,0.0,129.0,305.0,4.7,34.0,29.0,215.0,1.0,115.2,00-0036414,Cam Akers,RB,LA,25.0,1.02,Low,6,11,66.80000000000001,48.39999999999999,48.39999999999999,72.5
,,0.0,0.0,0.0,0.0,0.0,0.0,52.0,27.0,345.0,1.1,68.1,00-0036415,Van Jefferson,WR,LA,28.0,1.02,Medium,10,16,75.3,-7.200000000000003,7.200000000000003,-9.6
,,0.0,0.0,0.0,0.0,0.0,0.0,35.0,24.0,241.0,2.4,62.5,00-0036422,Adam Trautman,TE,DEN,28.0,1.02,High,16,14,45.0,17.5,17.5,38.9
,,0.0,0.0,0.0,32.0,134.0,0.6,19.0,15.0,92.0,0.6,44.8,00-0036425,DeeJay Dallas,RB,SEA,26.0,1.0,Medium,10,7,21.0,23.799999999999997,23.799999999999997,113.3
614.0,413.0,4201.0,28.0,10.9,187.0,190.0,2.0,0.0,0.0,0.0,0.0,289.2,00-0036442,Joe Burrow,QB,CIN,28.0,1.02,Medium,10,17,372.82,-83.62,83.62,-22.4
,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,29.0,390.0,1.6,77.6,00-0036550,Rashod Bateman,WR,BAL,25.0,0.99,High,17,18,201.6,-124.0,124.0,-61.5
,,0.0,0.0,0.0,0.0,0.0,0.0,135.0,90.0,1368.0,7.6,272.4,00-0036554,Nico Collins,WR,HOU,25.0,0.99,High,17,14,248.9,23.49999999999997,23.49999999999997,9.4
,,0.0,0.0,0.0,243.0,964.0,5.3,34.0,29.0,205.0,1.0,183.7,00-0036555,Chuba Hubbard,RB,CAR,25.0,1.02,High,17,15,241.6,-57.900000000000006,57.900000000000006,-24.0
,,0.0,0.0,0.0,0.0,0.0,0.0,139.0,94.0,1343.0,6.2,265.5,00-0036613,Jaylen Waddle,WR,MIA,26.0,1.02,High,15,15,149.6,115.9,115.9,77.5
,,0.0,0.0,0.0,0.0,0.0,0.0,24.0,11.0,187.0,1.5,38.7,00-0036626,Dyami Brown,WR,WAS,25.0,0.99,Medium,13,18,108.3,-69.6,69.6,-64.3
,,0.0,0.0,0.0,0.0,0.0,0.0,26.0,18.0,155.0,0.5,36.5,00-0036628,John Bates,TE,WAS,27.0,1.01,High,14,13,20.5,16.0,16.0,78.0
,,0.0,0.0,0.0,0.0,0.0,0.0,48.0,34.0,342.0,1.9,79.6,00-0036637,Noah Gray,TE,KC,25.0,0.94,High,20,18,118.8,-39.2,39.2,-33.0
,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,163.0,2.1,45.9,00-0036754,Brock Wright,TE,DET,26.0,0.98,Medium,9,10,35.0,10.899999999999999,10.899999999999999,31.1
,,0.0,0.0,0.0,0.0,0.0,0.0,67.0,38.0,522.0,3.5,111.2,00-0036849,Tutu Atwell,WR,LA,25.0,0.99,High,15,16,101.7,9.5,9.5,9.3
,,0.0,0.0,0.0,158.0,678.0,4.2,63.0,48.0,304.0,1.9,182.8,00-0036875,Rhamondre Stevenson,RB,NE,27.0,0.94,Medium,12,15,175.9,6.900000000000006,6.900000000000006,3.9
,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,33.0,371.0,0.7,74.3,00-0036876,Kylen Granson,TE,IND,26.0,0.98,High,15,14,32.2,42.099999999999994,42.099999999999994,130.7
,,0.0,0.0,0.0,0.0,0.0,0.0,21.0,18.0,201.0,0.0,38.1,00-0036887,Luke Farrell,TE,JAX,27.0,1.01,Medium,9,10,18.7,19.400000000000002,19.400000000000002,103.7
,,0.0,0.0,0.0,238.0,936.0,6.6,42.0,33.0,193.0,1.3,193.3,00-0036893,Najee Harris,RB,PIT,26.0,1.0,High,18,18,213.4,-20.099999999999994,20.099999999999994,-9.4
,,0.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,419.0,2.2,95.1,00-0036894,Pat Freiermuth,TE,PIT,26.0,0.98,Medium,12,18,172.8,-77.70000000000002,77.70000000000002,-45.0
,,0.0,0.0,0.0,0.0,0.0,0.0,135.0,91.0,1145.0,7.9,252.9,00-0036900,Ja'Marr Chase,WR,CIN,25.0,0.99,High,16,17,403.0,-150.1,150.1,-37.2
,,0.0,0.0,0.0,0.0,0.0,0.0,121.0,84.0,1128.0,6.4,235.2,00-0036912,DeVonta Smith,WR,PHI,26.0,1.02,High,17,17,240.4,-5.200000000000017,5.200000000000017,-2.2
,,0.0,0.0,0.0,70.0,304.0,2.6,34.0,27.0,179.0,1.0,96.9,00-0036919,Kenneth Gainwell,RB,PHI,25.0,1.02,High,17,20,72.4,24.5,24.5,33.8
461.0,280.0,3203.0,20.1,12.9,994.0,943.0,6.0,0.0,0.0,0.0,0.0,313.0,00-0036945,Justin Fields,QB,CHI,25.0,0.95,Medium,13,11,119.14,193.86,193.86,162.7
,,0.0,0.0,0.0,0.0,0.0,0.0,151.0,109.0,1305.0,7.6,285.1,00-0036963,Amon-Ra St. Brown,WR,DET,25.0,0.99,High,19,18,337.88,-52.77999999999997,52.77999999999997,-15.6
,,0.0,0.0,0.0,0.0,0.0,0.0,75.0,42.0,547.0,2.2,109.9,00-0036970,Kyle Pitts,TE,ATL,24.0,0.88,High,17,17,131.2,-21.299999999999983,21.299999999999983,-16.2
517.0,335.0,3575.0,19.1,12.3,291.0,338.0,4.0,0.0,0.0,0.0,0.0,252.6,00-0036971,Trevor Lawrence,QB,JAX,25.0,0.95,High,16,10,145.7,106.9,106.9,73.4
476.0,311.0,3073.0,15.0,14.8,125.0,140.0,0.3,0.0,0.0,0.0,0.0,169.1,00-0036972,Mac Jones,QB,NE,26.0,0.98,Medium,11,10,96.08,73.02,73.02,76.0
,,0.0,0.0,0.0,272.0,1133.0,9.9,68.0,54.0,451.0,2.0,283.8,00-0036973,Travis Etienne,RB,JAX,26.0,1.0,High,17,15,130.2,153.60000000000002,153.60000000000002,118.0
,,0.0,0.0,0.0,0.0,0.0,0.0,114.0,65.0,732.0,2.9,155.6,00-0036980,Elijah Moore,WR,CLE,24.0,0.96,High,17,17,120.9,34.69999999999999,34.69999999999999,28.7
,,0.0,0.0,0.0,60.0,302.0,0.4,12.0,7.0,36.0,0.4,45.6,00-0036984,Trey Sermon,RB,IND,26.0,1.0,Medium,8,14,53.8,-8.199999999999996,8.199999999999996,-15.2
,,0.0,0.0,0.0,0.0,0.0,0.0,105.0,67.0,906.0,3.6,179.2,00-0036988,Josh Palmer,WR,LAC,25.0,0.99,Medium,10,15,107.4,71.79999999999998,71.79999999999998,66.9
,,0.0,0.0,0.0,214.0,828.0,2.4,51.0,40.0,202.0,1.5,166.4,00-0036997,Javonte Williams,RB,DEN,24.0,1.01,High,16,18,164.20000000000002,2.1999999999999886,2.1999999999999886,1.3
,,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,173.0,2.5,52.3,00-0037005,Tommy Tremble,TE,CAR,24.0,0.88,Medium,13,10,56.4,-4.100000000000001,4.100000000000001,-7.3
,,0.0,0.0,0.0,26.0,171.0,1.0,32.0,22.0,122.0,1.0,63.3,00-0037120,Tyler Goodson,RB,IND,24.0,1.01,Low,6,9,44.4,18.9,18.9,42.6
,,0.0,0.0,0.0,272.0,1224.0,9.1,68.0,62.0,375.0,2.0,288.5,00-0037197,Isiah Pacheco,RB,KC,26.0,1.0,High,18,10,65.30000000000001,223.2,223.2,341.8
,,0.0,0.0,0.0,144.0,747.0,3.3,68.0,57.0,363.0,2.0,199.8,00-0037228,Jaylen Warren,RB,PIT,26.0,1.0,High,18,16,130.6,69.20000000000002,69.20000000000002,53.0
,,0.0,0.0,0.0,0.0,0.0,0.0,107.0,67.0,856.0,2.5,167.6,00-0037238,Drake London,WR,ATL,23.0,0.9,High,16,17,280.8,-113.20000000000002,113.20000000000002,-40.3
,,0.0,0.0,0.0,0.0,0.0,0.0,147.0,92.0,1229.0,5.2,246.1,00-0037239,Chris Olave,WR,NO,24.0,0.96,High,16,8,76.7,169.39999999999998,169.39999999999998,220.9
,,0.0,0.0,0.0,0.0,0.0,0.0,46.0,23.0,354.0,3.1,77.0,00-0037240,Jameson Williams,WR,DET,23.0,0.9,High,15,16,225.2,-148.2,148.2,-65.8
,,0.0,0.0,0.0,0.0,0.0,0.0,92.0,54.0,915.0,4.0,169.5,00-0037247,George Pickens,WR,PIT,23.0,0.9,High,18,15,184.1,-14.599999999999994,14.599999999999994,-7.9
,,0.0,0.0,0.0,243.0,1149.0,2.6,70.0,55.0,496.0,2.1,247.7,00-0037248,James Cook,RB,BUF,25.0,1.02,High,19,19,324.3,-76.60000000000002,76.60000000000002,-23.6
,,0.0,0.0,0.0,289.0,1085.0,5.1,68.0,59.0,464.0,2.0,256.5,00-0037256,Rachaad White,RB,TB,26.0,1.0,High,19,16,203.1,53.400000000000006,53.400000000000006,26.3
,,0.0,0.0,0.0,199.0,681.0,3.1,17.0,13.0,86.0,0.5,111.3,00-0037258,Dameon Pierce,RB,HOU,25.0,1.02,High,14,11,46.0,65.3,65.3,142.0
,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,39.0,565.0,3.1,114.1,00-0037261,Khalil Shakir,WR,BUF,25.0,0.99,High,18,18,217.9,-103.80000000000001,103.80000000000001,-47.6
,,0.0,0.0,0.0,155.0,637.0,2.9,17.0,14.0,142.0,0.5,112.3,00-0037263,Tyler Allgeier,RB,ATL,24.0,1.01,High,17,17,106.2,6.099999999999994,6.099999999999994,5.7
,,0.0,0.0,0.0,199.0,712.0,3.2,61.0,44.0,305.0,1.8,175.7,00-0037267,Jerome Ford,RB,CLE,25.0,1.02,High,18,14,134.0,41.69999999999999,41.69999999999999,31.1
,,0.0,0.0,0.0,128.0,537.0,2.8,32.0,27.0,205.0,1.0,124.0,00-0037276,Ty Chandler,RB,MIN,26.0,1.0,Medium,13,10,28.4,95.6,95.6,336.6
,,0.0,0.0,0.0,0.0,0.0,0.0,33.0,14.0,229.0,3.1,55.5,00-0037292,Andrew Ogletree,TE,IND,26.0,0.98,Medium,10,11,25.9,29.6,29.6,114.3
,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,122.0,0.7,28.4,00-0037475,Stone Smartt,TE,LAC,26.0,0.98,Medium,12,7,34.8,-6.399999999999999,6.399999999999999,-18.4
,,0.0,0.0,0.0,75.0,407.0,4.3,5.0,4.0,40.0,0.2,75.7,00-0037525,Jordan Mason,RB,SF,25.0,1.02,Medium,9,12,115.0,-39.3,39.3,-34.2
,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,131.0,1.4,32.5,00-0037539,Lucas Krull,TE,DEN,26.0,0.98,Low,7,11,35.4,-2.8999999999999986,2.8999999999999986,-8.2
,,0.0,0.0,0.0,0.0,0.0,0.0,69.0,46.0,742.0,4.5,147.2,00-0037545,Rashid Shaheed,WR,NO,26.0,1.02,High,15,6,81.80000000000001,65.39999999999998,65.39999999999998,80.0
,,0.0,0.0,0.0,60.0,204.0,2.4,19.0,19.0,120.0,0.6,69.4,00-0037557,Ronnie Rivers,RB,LA,26.0,1.0,Medium,8,6,19.1,50.300000000000004,50.300000000000004,263.4
,,0.0,0.0,0.0,0.0,0.0,0.0,33.0,19.0,202.0,0.0,39.2,00-0037614,John Metchie III,WR,HOU,24.0,0.96,High,15,12,65.7,-26.5,26.5,-40.3
,,0.0,0.0,0.0,0.0,0.0,0.0,49.0,25.0,386.0,1.4,72.0,00-0037664,Alec Pierce,WR,IND,24.0,0.96,High,17,16,161.4,-89.4,89.4,-55.4
,,0.0,0.0,0.0,0.0,0.0,0.0,43.0,26.0,281.0,1.8,64.9,00-0037666,Jalen Tolbert,WR,DAL,26.0,1.02,High,14,17,152.0,-87.1,87.1,-57.3
,,0.0,0.0,0.0,0.0,0.0,0.0,163.0,92.0,1070.0,3.3,218.8,00-0037740,Garrett Wilson,WR,NYJ,24.0,0.96,High,17,17,251.9,-33.099999999999994,33.099999999999994,-13.1
,,0.0,0.0,0.0,0.0,0.0,0.0,82.0,48.0,574.0,5.7,139.6,00-0037741,Jahan Dotson,WR,WAS,24.0,0.96,High,17,16,56.2,83.39999999999999,83.39999999999999,148.4
,,0.0,0.0,0.0,0.0,0.0,0.0,96.0,73.0,726.0,2.7,161.8,00-0037744,Trey McBride,TE,ARI,25.0,0.94,High,17,16,243.8,-82.0,82.0,-33.6
,,0.0,0.0,0.0,173.0,698.0,3.6,34.0,28.0,274.0,1.0,152.8,00-0037746,Brian Robinson,RB,WAS,25.0,1.02,High,15,17,190.9,-38.099999999999994,38.099999999999994,-20.0
,,0.0,0.0,0.0,0.0,0.0,0.0,25.0,17.0,175.0,3.0,52.5,00-0037801,KaVontae Turpin,WR,DAL,28.0,1.02,Medium,12,15,104.2,-51.7,51.7,-49.6
,,0.0,0.0,0.0,0.0,0.0,0.0,30.0,21.0,194.0,0.0,40.4,00-0037805,Jeremy Ruckert,TE,NYJ,24.0,0.88,Medium,10,13,28.5,11.899999999999999,11.899999999999999,41.8
,,0.0,0.0,0.0,0.0,0.0,0.0,64.0,45.0,485.0,1.6,103.1,00-0037809,Chig Okonkwo,TE,TEN,25.0,0.94,High,17,16,113.6,-10.5,10.5,-9.2
,,0.0,0.0,0.0,0.0,0.0,0.0,82.0,52.0,639.0,5.9,151.3,00-0037816,Romeo Doubs,WR,GB,24.0,0.96,High,19,14,135.4,15.900000000000006,15.900000000000006,11.7
452.0,305.0,4054.0,24.9,9.3,154.0,150.0,2.1,0.0,0.0,0.0,0.0,270.8,00-0037834,Brock Purdy,QB,SF,25.0,0.95,High,19,15,266.86,3.9399999999999977,3.9399999999999977,1.5
,,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,104.0,1.1,27.0,00-0037837,Calvin Austin III,WR,PIT,25.0,0.99,High,15,18,124.3,-97.3,97.3,-78.3
,,0.0,0.0,0.0,0.0,0.0,0.0,45.0,31.0,387.0,4.5,96.7,00-0037838,Isaiah Likely,TE,BAL,24.0,0.88,High,15,17,149.3,-52.60000000000001,52.60000000000001,-35.2
,,0.0,0.0,0.0,292.0,1433.0,13.1,48.0,33.0,223.0,1.4,285.6,00-0037840,Kyren Williams,RB,LA,24.0,1.01,Medium,13,18,299.8,-14.199999999999989,14.199999999999989,-4.7
,,0.0,0.0,0.0,60.0,257.0,0.5,20.0,16.0,105.0,0.6,58.8,00-0038040,Zamir White,RB,LV,25.0,1.02,Medium,13,8,29.3,29.499999999999996,29.499999999999996,100.7
,,0.0,0.0,0.0,0.0,0.0,0.0,117.0,85.0,894.0,8.4,224.8,00-0038041,Jake Ferguson,TE,DAL,26.0,0.98,High,18,14,104.4,120.4,120.4,115.3
,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,167.0,0.7,34.9,00-0038046,Charlie Kolar,TE,BAL,26.0,0.98,Low,7,7,28.3,6.599999999999998,6.599999999999998,23.3
,,0.0,0.0,0.0,73.0,412.0,2.3,19.0,16.0,111.0,0.6,85.7,00-0038098,Pierre Strong,RB,CLE,26.0,1.0,Medium,13,11,35.2,50.5,50.5,143.5
462.0,288.0,2922.0,8.5,7.4,146.0,149.0,2.2,0.0,0.0,0.0,0.0,164.2,00-0038102,Kenny Pickett,QB,PIT,26.0,0.98,Medium,12,7,24.44,139.76,139.76,571.8
,,0.0,0.0,0.0,0.0,0.0,0.0,30.0,26.0,251.0,0.9,56.5,00-0038115,Daniel Bellinger,TE,NYG,24.0,0.88,Medium,13,7,26.5,30.0,30.0,113.2
,,0.0,0.0,0.0,0.0,0.0,0.0,82.0,62.0,564.0,1.5,127.4,00-0038117,Wan'Dale Robinson,WR,NYG,24.0,0.96,High,15,17,182.7,-55.29999999999998,55.29999999999998,-30.3
,,0.0,0.0,0.0,194.0,937.0,5.9,65.0,48.0,416.0,1.9,230.1,00-0038120,Breece Hall,RB,NYJ,23.0,0.95,High,17,16,240.9,-10.800000000000011,10.800000000000011,-4.5
,,0.0,0.0,0.0,0.0,0.0,0.0,78.0,44.0,651.0,7.4,153.5,00-0038124,Christian Watson,WR,GB,25.0,0.99,Medium,11,14,105.3,48.2,48.2,45.8
,,0.0,0.0,0.0,0.0,0.0,0.0,72.0,49.0,492.0,3.5,119.2,00-0038129,Cade Otton,TE,TB,25.0,0.94,High,18,15,145.8,-26.60000000000001,26.60000000000001,-18.2
,,0.0,0.0,0.0,292.0,1250.0,11.1,34.0,27.0,215.0,1.0,246.1,00-0038134,Kenneth Walker III,RB,SEA,24.0,1.01,High,15,11,181.2,64.9,64.9,35.8
,,0.0,0.0,0.0,0.0,0.0,0.0,61.0,40.0,591.0,4.9,128.5,00-0038393,Dontayvion Wicks,WR,GB,23.0,0.9,High,17,18,116.4,12.099999999999994,12.099999999999994,10.4
,,0.0,0.0,0.0,0.0,0.0,0.0,32.0,22.0,253.0,0.0,47.3,00-0038394,Will Mallory,TE,IND,25.0,0.94,Medium,11,7,6.9,40.4,40.4,585.5
,,0.0,0.0,0.0,0.0,0.0,0.0,36.0,22.0,183.0,1.5,49.3,00-0038465,Malik Heath,WR,GB,24.0,0.96,Medium,12,6,31.700000000000003,17.599999999999994,17.599999999999994,55.5
,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,17.0,185.0,0.0,35.5,00-0038496,Xavier Gipson,WR,NYJ,23.0,0.9,High,14,7,16.4,19.1,19.1,116.5
,,0.0,0.0,0.0,194.0,884.0,3.6,82.0,55.0,462.0,2.4,225.6,00-0038542,Bijan Robinson,RB,ATL,23.0,0.95,High,17,17,341.7,-116.1,116.1,-34.0
,,0.0,0.0,0.0,0.0,0.0,0.0,76.0,51.0,508.0,3.3,121.6,00-0038543,Jaxon Smith-Njigba,WR,SEA,23.0,0.9,High,17,17,253.0,-131.4,131.4,-51.9
,,0.0,0.0,0.0,0.0,0.0,0.0,46.0,26.0,295.0,1.4,63.9,00-0038544,Quentin Johnston,WR,LAC,23.0,0.9,High,17,16,174.70000000000002,-110.80000000000001,110.80000000000001,-63.4
,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,88.0,2.4,34.2,00-0038547,Luke Schoonmaker,TE,DAL,26.0,0.98,Medium,12,10,57.1,-22.9,22.9,-40.1
,,0.0,0.0,0.0,53.0,201.0,1.3,17.0,15.0,181.0,0.5,64.0,00-0038551,Kendre Miller,RB,NO,22.0,0.88,Low,7,6,29.1,34.9,34.9,119.9
,,0.0,0.0,0.0,53.0,139.0,2.1,5.0,1.0,8.0,0.2,29.5,00-0038555,Tank Bigsby,RB,JAX,22.0,0.88,Medium,13,15,129.0,-99.5,99.5,-77.1
,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,87.0,0.0,18.7,00-0038558,Darnell Washington,TE,PIT,23.0,0.8,Medium,9,14,46.9,-28.2,28.2,-60.1
,,0.0,0.0,0.0,0.0,0.0,0.0,64.0,42.0,624.0,3.3,124.2,00-0038559,Michael Wilson,WR,ARI,25.0,0.99,Medium,13,16,124.5,-0.29999999999999716,0.29999999999999716,-0.2
,,0.0,0.0,0.0,0.0,0.0,0.0,34.0,19.0,331.0,2.0,64.1,00-0038563,Tre Tucker,WR,LV,23.0,0.9,Medium,13,17,129.3,-65.20000000000002,65.20000000000002,-50.4
,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,62.0,0.0,20.2,00-0038573,Derius Davis,WR,LAC,24.0,0.96,High,14,12,41.2,-21.000000000000004,21.000000000000004,-51.0
515.0,320.0,3331.0,18.0,10.5,17.0,17.0,1.5,0.0,0.0,0.0,0.0,194.9,00-0038579,Aidan O'Connell,QB,LV,26.0,0.98,Medium,11,9,93.48,101.42,101.42,108.5
192.0,103.0,755.0,1.7,6.9,111.0,158.0,0.0,0.0,0.0,0.0,0.0,39.0,00-0038583,Dorian Thompson-Robinson,QB,CLE,25.0,0.95,Low,7,6,15.8,23.2,23.2,146.8
,,0.0,0.0,0.0,0.0,0.0,0.0,26.0,16.0,167.0,1.7,42.9,00-0038589,Josh Whyle,TE,TEN,25.0,0.94,Medium,8,14,60.8,-17.9,17.9,-29.4
,,0.0,0.0,0.0,66.0,270.0,2.7,26.0,24.0,265.0,0.8,98.5,00-0038597,Chase Brown,RB,CIN,24.0,1.01,Medium,10,16,255.0,-156.5,156.5,-61.4
,,0.0,0.0,0.0,0.0,0.0,0.0,48.0,37.0,305.0,4.6,95.1,00-0038606,Parker Washington,WR,JAX,22.0,0.82,Low,6,13,97.0,-1.9000000000000057,1.9000000000000057,-2.0
,,0.0,0.0,0.0,109.0,527.0,4.3,5.0,5.0,31.0,0.2,87.8,00-0038611,Chris Rodriguez Jr.,RB,WAS,25.0,1.02,Medium,8,6,31.5,56.3,56.3,178.7
,,0.0,0.0,0.0,0.0,0.0,0.0,36.0,19.0,157.0,0.0,34.7,00-0038618,Xavier Hutchinson,WR,HOU,24.0,0.96,Medium,13,16,37.3,-2.5999999999999943,2.5999999999999943,-7.0
