attempts,completions,passing_yards,passing_tds,interceptions,carries,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,fpts_standard,fpts_half_ppr,fpts_ppr,fpts_te_premium,player_id,player_name,position,team,age,age_multiplier,scenario,season_proj,model,projection_confidence,games_recent,returning_from_injury
,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,23.0,0.1,2.9,3.9,4.9,4.9,00-0033009,Tyler Boyd,WR,TEN,32,0.8,base,2026,weighted_v1,High,15,False
,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,18.0,0.1,2.4,2.9,3.4,3.4,00-0033009,Tyler Boyd,WR,TEN,32,0.8,bull,2026,weighted_v1,High,15,False
,,0.0,0.0,0.0,77.0,272.0,2.7,24.0,19.0,110.0,0.6,58.0,67.5,77.0,77.0,00-0033045,Ezekiel Elliott,RB,DAL,31,0.54,bear,2026,weighted_v1,High,15,False
,,0.0,0.0,0.0,77.0,272.0,2.7,17.0,14.0,80.0,0.6,55.0,62.0,69.0,69.0,00-0033045,Ezekiel Elliott,RB,DAL,31,0.54,base,2026,weighted_v1,High,15,False
,,0.0,0.0,0.0,77.0,272.0,2.7,14.0,11.0,64.0,0.6,53.4,58.9,64.4,64.4,00-0033045,Ezekiel Elliott,RB,DAL,31,0.54,bull,2026,weighted_v1,High,15,False
527.0,353.0,3909.0,25.8,10.7,48.0,174.0,2.1,0.0,0.0,0.0,0.0,268.2,268.2,268.2,268.2,00-0033077,Dak Prescott,QB,DAL,33,1.0,bear,2026,weighted_v1,High,17,False
612.0,410.0,4539.0,30.0,12.4,48.0,174.0,2.1,0.0,0.0,0.0,0.0,306.8,306.8,306.8,306.8,00-0033077,Dak Prescott,QB,DAL,33,1.0,base,2026,weighted_v1,High,17,False
663.0,444.0,4918.0,32.5,13.5,48.0,174.0,2.1,0.0,0.0,0.0,0.0,329.7,329.7,329.7,329.7,00-0033077,Dak Prescott,QB,DAL,33,1.0,bull,2026,weighted_v1,High,17,False
,,0.0,0.0,0.0,0.0,0.0,0.0,61.0,42.0,489.0,3.0,66.9,87.9,108.9,129.9,00-0033090,Hunter Henry,TE,NE,32,0.92,bear,2026,weighted_v1,High,17,False
,,0.0,0.0,0.0,0.0,0.0,0.0,97.0,67.0,776.0,5.0,107.6,141.1,174.6,208.1,00-0033090,Hunter Henry,TE,NE,32,0.92,base,2026,weighted_v1,High,17,False
,,0.0,0.0,0.0,0.0,0.0,0.0,83.0,57.0,667.0,6.0,102.7,131.2,159.7,188.2,00-0033090,Hunter Henry,TE,NE,32,0.92,bull,2026,weighted_v1,High,17,False
481.0,330.0,3822.0,26.4,8.0,25.0,49.0,0.3,0.0,0.0,0.0,0.0,249.2,249.2,249.2,249.2,00-0033106,Jared Goff,QB,DET,32,1.01,bear,2026,weighted_v1,High,17,False
567.0,389.0,4504.0,31.2,9.4,25.0,49.0,0.3,0.0,0.0,0.0,0.0,292.9,292.9,292.9,292.9,00-0033106,Jared Goff,QB,DET,32,1.01,base,2026,weighted_v1,High,17,False
670.0,460.0,5323.0,36.8,11.1,25.0,49.0,0.3,0.0,0.0,0.0,0.0,344.6,344.6,344.6,344.6,00-0033106,Jared Goff,QB,DET,32,1.01,bull,2026,weighted_v1,High,17,False
,,0.0,0.0,0.0,0.0,0.0,0.0,36.0,25.0,247.0,2.2,37.9,50.4,62.9,75.4,00-0033110,Tyler Higbee,TE,LA,34,0.79,bear,2026,weighted_v1,Medium,10,False
,,0.0,0.0,0.0,0.0,0.0,0.0,43.0,29.0,295.0,3.6,51.1,65.6,80.1,94.6,00-0033110,Tyler Higbee,TE,LA,34,0.79,base,2026,weighted_v1,Medium,10,False
,,0.0,0.0,0.0,0.0,0.0,0.0,39.0,27.0,272.0,4.2,52.4,65.9,79.4,92.9,00-0033110,Tyler Higbee,TE,LA,34,0.79,bull,2026,weighted_v1,Medium,10,False
511.0,329.0,3416.0,22.0,7.0,41.0,186.0,0.9,0.0,0.0,0.0,0.0,234.6,234.6,234.6,234.6,00-0033119,Jacoby Brissett,QB,ARI,34,0.97,bear,2026,weighted_v1,High,14,False
635.0,408.0,4243.0,27.3,8.6,41.0,186.0,0.9,0.0,0.0,0.0,0.0,285.7,285.7,285.7,285.7,00-0033119,Jacoby Brissett,QB,ARI,34,0.97,base,2026,weighted_v1,High,14,False
726.0,466.0,4849.0,31.2,9.9,41.0,186.0,0.9,0.0,0.0,0.0,0.0,323.0,323.0,323.0,323.0,00-0033119,Jacoby Brissett,QB,ARI,34,0.97,bull,2026,weighted_v1,High,14,False
,,0.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,140.0,1.0,20.0,27.0,34.0,41.0,00-0033217,Mo Alie-Cox,TE,IND,33,0.86,bear,2026,weighted_v1,Medium,11,False
,,0.0,0.0,0.0,0.0,0.0,0.0,32.0,20.0,201.0,1.8,30.9,40.9,50.9,60.9,00-0033217,Mo Alie-Cox,TE,IND,33,0.86,base,2026,weighted_v1,Medium,11,False
,,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,144.0,1.8,25.2,32.2,39.2,46.2,00-0033217,Mo Alie-Cox,TE,IND,33,0.86,bull,2026,weighted_v1,Medium,11,False
,,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,110.0,0.8,15.8,21.3,26.8,32.3,00-0033246,Johnny Mundt,TE,JAX,32,0.92,bear,2026,weighted_v1,Medium,12,False
,,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,82.0,0.8,13.0,17.0,21.0,25.0,00-0033246,Johnny Mundt,TE,JAX,32,0.92,base,2026,weighted_v1,Medium,12,False
,,0.0,0.0,0.0,0.0,0.0,0.0,22.0,13.0,130.0,1.4,21.4,27.9,34.4,40.9,00-0033246,Johnny Mundt,TE,JAX,32,0.92,bull,2026,weighted_v1,Medium,12,False
,,0.0,0.0,0.0,144.0,594.0,4.1,86.0,69.0,624.0,2.0,158.4,192.9,227.4,227.4,00-0033280,Christian McCaffrey,RB,SF,30,0.65,bear,2026,weighted_v1,High,17,False
,,0.0,0.0,0.0,221.0,913.0,6.3,77.0,62.0,563.0,2.3,199.2,230.2,261.2,261.2,00-0033280,Christian McCaffrey,RB,SF,30,0.65,base,2026,weighted_v1,High,17,False
,,0.0,0.0,0.0,243.0,1005.0,6.9,73.0,59.0,535.0,3.0,213.4,242.9,272.4,272.4,00-0033280,Christian McCaffrey,RB,SF,30,0.65,bull,2026,weighted_v1,High,17,False
,,0.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,159.0,1.2,23.1,31.1,39.1,39.1,00-0033282,Curtis Samuel,WR,BUF,30,0.93,bear,2026,weighted_v1,Low,6,False
,,0.0,0.0,0.0,0.0,0.0,0.0,21.0,15.0,147.0,1.5,23.7,31.2,38.7,38.7,00-0033282,Curtis Samuel,WR,BUF,30,0.93,base,2026,weighted_v1,Low,6,False
,,0.0,0.0,0.0,0.0,0.0,0.0,24.0,17.0,168.0,1.9,28.2,36.7,45.2,45.2,00-0033282,Curtis Samuel,WR,BUF,30,0.93,bull,2026,weighted_v1,Low,6,False
,,0.0,0.0,0.0,0.0,0.0,0.0,75.0,61.0,755.0,5.2,106.7,137.2,167.7,198.2,00-0033288,George Kittle,TE,SF,33,0.86,bear,2026,weighted_v1,Medium,11,False
,,0.0,0.0,0.0,0.0,0.0,0.0,76.0,61.0,760.0,6.8,116.8,147.3,177.8,208.3,00-0033288,George Kittle,TE,SF,33,0.86,base,2026,weighted_v1,Medium,11,False
,,0.0,0.0,0.0,0.0,0.0,0.0,78.0,63.0,780.0,9.4,134.4,165.9,197.4,228.9,00-0033288,George Kittle,TE,SF,33,0.86,bull,2026,weighted_v1,Medium,11,False
,,0.0,0.0,0.0,52.0,227.0,0.9,23.0,17.0,127.0,0.5,43.8,52.3,60.8,60.8,00-0033293,Aaron Jones,RB,MIN,32,0.44,bear,2026,weighted_v1,Medium,12,False
,,0.0,0.0,0.0,61.0,267.0,1.0,21.0,15.0,116.0,0.7,48.5,56.0,63.5,63.5,00-0033293,Aaron Jones,RB,MIN,32,0.44,base,2026,weighted_v1,Medium,12,False
,,0.0,0.0,0.0,94.0,411.0,1.6,18.0,13.0,97.0,0.8,65.2,71.7,78.2,78.2,00-0033293,Aaron Jones,RB,MIN,32,0.44,bull,2026,weighted_v1,Medium,12,False
,,0.0,0.0,0.0,0.0,0.0,0.0,23.0,17.0,222.0,0.7,26.4,34.9,43.4,43.4,00-0033307,Kendrick Bourne,WR,SF,31,0.87,bear,2026,weighted_v1,High,14,False
,,0.0,0.0,0.0,0.0,0.0,0.0,44.0,31.0,414.0,1.7,51.6,67.1,82.6,82.6,00-0033307,Kendrick Bourne,WR,SF,31,0.87,base,2026,weighted_v1,High,14,False
,,0.0,0.0,0.0,0.0,0.0,0.0,52.0,36.0,484.0,2.8,65.2,83.2,101.2,101.2,00-0033307,Kendrick Bourne,WR,SF,31,0.87,bull,2026,weighted_v1,High,14,False
,,0.0,0.0,0.0,27.0,94.0,0.5,12.0,10.0,63.0,0.3,20.5,25.5,30.5,30.5,00-0033308,Matt Breida,RB,NYG,32,0.44,bear,2026,weighted_v1,High,15,False
,,0.0,0.0,0.0,27.0,94.0,0.5,9.0,8.0,49.0,0.3,19.1,23.1,27.1,27.1,00-0033308,Matt Breida,RB,NYG,32,0.44,base,2026,weighted_v1,High,15,False
,,0.0,0.0,0.0,27.0,94.0,0.5,7.0,6.0,36.0,0.3,17.8,20.8,23.8,23.8,00-0033308,Matt Breida,RB,NYG,32,0.44,bull,2026,weighted_v1,High,15,False
,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,51.0,0.2,6.3,8.8,11.3,13.8,00-0033338,Cethan Carter,TE,MIA,31,0.97,bear,2026,weighted_v1,Medium,8,False
,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,41.0,0.2,5.3,7.3,9.3,11.3,00-0033338,Cethan Carter,TE,MIA,31,0.97,base,2026,weighted_v1,Medium,8,False
,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,34.0,0.2,4.6,6.6,8.6,10.6,00-0033338,Cethan Carter,TE,MIA,31,0.97,bull,2026,weighted_v1,Medium,8,False
,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,29.0,0.2,4.1,5.6,7.1,8.6,00-0033357,Taysom Hill,TE,NO,36,0.71,bear,2026,weighted_v1,Medium,13,False
,,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,70.0,0.5,10.0,14.0,18.0,22.0,00-0033357,Taysom Hill,TE,NO,36,0.71,base,2026,weighted_v1,Medium,13,False
,,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,102.0,0.8,15.0,21.0,27.0,33.0,00-0033357,Taysom Hill,TE,NO,36,0.71,bull,2026,weighted_v1,Medium,13,False
,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,138.0,1.3,21.6,27.1,32.6,32.6,00-0033375,Tim Patrick,WR,JAX,33,0.72,bear,2026,weighted_v1,Medium,13,False
,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,103.0,1.3,18.1,22.1,26.1,26.1,00-0033375,Tim Patrick,WR,JAX,33,0.72,base,2026,weighted_v1,Medium,13,False
,,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,97.0,1.3,17.5,21.5,25.5,25.5,00-0033375,Tim Patrick,WR,JAX,33,0.72,bull,2026,weighted_v1,Medium,13,False
,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,65.0,0.2,7.7,10.7,13.7,13.7,00-0033386,Cody Hollister,WR,TEN,33,0.72,bear,2026,weighted_v1,Low,6,False
,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,50.0,0.2,6.2,8.2,10.2,10.2,00-0033386,Cody Hollister,WR,TEN,33,0.72,base,2026,weighted_v1,Low,6,False
,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,39.0,0.2,5.1,7.1,9.1,9.1,00-0033386,Cody Hollister,WR,TEN,33,0.72,bull,2026,weighted_v1,Low,6,False
,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,30.0,0.5,6.0,8.0,10.0,12.0,00-0033387,Jacob Hollister,TE,JAX,33,0.86,bear,2026,weighted_v1,Low,7,False
,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,22.0,0.5,5.2,6.7,8.2,9.7,00-0033387,Jacob Hollister,TE,JAX,33,0.86,base,2026,weighted_v1,Low,7,False
,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,21.0,0.5,5.1,6.6,8.1,9.6,00-0033387,Jacob Hollister,TE,JAX,33,0.86,bull,2026,weighted_v1,Low,7,False
,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,79.0,0.5,10.9,15.4,19.9,19.9,00-0033466,Isaiah McKenzie,WR,IND,31,0.87,bear,2026,weighted_v1,Medium,13,False
,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,67.0,0.5,9.7,13.7,17.7,17.7,00-0033466,Isaiah McKenzie,WR,IND,31,0.87,base,2026,weighted_v1,Medium,13,False
,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,48.0,0.5,7.8,10.8,13.8,13.8,00-0033466,Isaiah McKenzie,WR,IND,31,0.87,bull,2026,weighted_v1,Medium,13,False
,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,78.0,0.5,10.8,13.8,16.8,16.8,00-0033471,Isaiah Ford,WR,MIA,31,0.87,bear,2026,weighted_v1,Medium,10,False
,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,62.0,0.5,9.2,11.7,14.2,14.2,00-0033471,Isaiah Ford,WR,MIA,31,0.87,base,2026,weighted_v1,Medium,10,False
,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,52.0,0.5,8.2,10.2,12.2,12.2,00-0033471,Isaiah Ford,WR,MIA,31,0.87,bull,2026,weighted_v1,Medium,10,False
,,0.0,0.0,0.0,18.0,83.0,0.6,6.0,5.0,37.0,0.1,16.2,18.7,21.2,21.2,00-0033526,Samaje Perine,RB,CIN,31,0.54,bear,2026,weighted_v1,High,15,False
,,0.0,0.0,0.0,55.0,249.0,1.9,8.0,7.0,55.0,0.3,43.6,47.1,50.6,50.6,00-0033526,Samaje Perine,RB,CIN,31,0.54,base,2026,weighted_v1,High,15,False
,,0.0,0.0,0.0,69.0,311.0,2.3,13.0,10.0,84.0,0.6,56.9,61.9,66.9,66.9,00-0033526,Samaje Perine,RB,CIN,31,0.54,bull,2026,weighted_v1,High,15,False
,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,64.0,0.2,7.6,10.6,13.6,16.6,00-0033528,Jeremy Sprinkle,TE,DAL,32,0.92,bear,2026,weighted_v1,Low,6,False
,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,46.0,0.2,5.8,8.3,10.8,13.3,00-0033528,Jeremy Sprinkle,TE,DAL,32,0.92,base,2026,weighted_v1,Low,6,False
,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,37.0,0.2,4.9,6.9,8.9,10.9,00-0033528,Jeremy Sprinkle,TE,DAL,32,0.92,bull,2026,weighted_v1,Low,6,False
,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,33.0,0.2,4.5,5.5,6.5,6.5,00-0033536,Mike Williams,WR,PIT,32,0.8,bear,2026,weighted_v1,High,14,False
,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,22.0,0.2,3.4,3.9,4.4,4.4,00-0033536,Mike Williams,WR,PIT,32,0.8,base,2026,weighted_v1,High,14,False
,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,22.0,0.2,3.4,3.9,4.4,4.4,00-0033536,Mike Williams,WR,PIT,32,0.8,bull,2026,weighted_v1,High,14,False
480.0,300.0,2810.0,14.8,8.7,78.0,390.0,2.6,0.0,0.0,0.0,0.0,208.8,208.8,208.8,208.8,00-0033537,Deshaun Watson,QB,CLE,31,1.02,bear,2026,weighted_v1,Low,7,False
480.0,300.0,2810.0,14.8,8.7,78.0,390.0,2.6,0.0,0.0,0.0,0.0,208.8,208.8,208.8,208.8,00-0033537,Deshaun Watson,QB,CLE,31,1.02,base,2026,weighted_v1,Low,7,False
480.0,300.0,2810.0,14.8,8.7,78.0,390.0,2.6,0.0,0.0,0.0,0.0,208.8,208.8,208.8,208.8,00-0033537,Deshaun Watson,QB,CLE,31,1.02,bull,2026,weighted_v1,Low,7,False
,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,21.0,261.0,1.1,32.7,43.2,53.7,53.7,00-0033555,Mack Hollins,WR,NE,33,0.72,bear,2026,weighted_v1,High,14,False
,,0.0,0.0,0.0,0.0,0.0,0.0,61.0,41.0,497.0,2.1,62.3,82.8,103.3,103.3,00-0033555,Mack Hollins,WR,NE,33,0.72,base,2026,weighted_v1,High,14,False
,,0.0,0.0,0.0,0.0,0.0,0.0,74.0,50.0,600.0,3.6,81.6,106.6,131.6,131.6,00-0033555,Mack Hollins,WR,NE,33,0.72,bull,2026,weighted_v1,High,14,False
,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,87.0,0.4,11.1,14.1,17.1,17.1,00-0033572,Jamal Agnew,WR,ATL,31,0.87,bear,2026,weighted_v1,Medium,11,False
,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,63.0,0.4,8.7,11.2,13.7,13.7,00-0033572,Jamal Agnew,WR,ATL,31,0.87,base,2026,weighted_v1,Medium,11,False
,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,47.0,0.4,7.1,9.1,11.1,11.1,00-0033572,Jamal Agnew,WR,ATL,31,0.87,bull,2026,weighted_v1,Medium,11,False
,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,35.0,0.3,5.3,7.8,10.3,12.8,00-0033576,Eric Saubert,TE,SEA,32,0.92,bear,2026,weighted_v1,Medium,9,False
,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,25.0,0.3,4.3,5.8,7.3,8.8,00-0033576,Eric Saubert,TE,SEA,32,0.92,base,2026,weighted_v1,Medium,9,False
,,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,67.0,0.8,11.5,16.0,20.5,25.0,00-0033576,Eric Saubert,TE,SEA,32,0.92,bull,2026,weighted_v1,Medium,9,False
,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,46.0,0.4,7.0,9.5,12.0,14.5,00-0033611,Ricky Seals-Jones,TE,WAS,31,0.97,bear,2026,weighted_v1,Medium,11,False
,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,37.0,0.4,6.1,8.1,10.1,12.1,00-0033611,Ricky Seals-Jones,TE,WAS,31,0.97,base,2026,weighted_v1,Medium,11,False
,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,29.0,0.4,5.3,7.3,9.3,11.3,00-0033611,Ricky Seals-Jones,TE,WAS,31,0.97,bull,2026,weighted_v1,Medium,11,False
,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,58.0,0.6,9.4,12.4,15.4,18.4,00-0033658,Blake Jarwin,TE,DAL,32,0.92,bear,2026,weighted_v1,Medium,8,False
,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,42.0,0.6,7.8,10.3,12.8,15.3,00-0033658,Blake Jarwin,TE,DAL,32,0.92,base,2026,weighted_v1,Medium,8,False
,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,33.0,0.6,6.9,8.9,10.9,12.9,00-0033658,Blake Jarwin,TE,DAL,32,0.92,bull,2026,weighted_v1,Medium,8,False
,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,82.0,0.4,10.6,13.1,15.6,15.6,00-0033681,Keelan Cole,WR,LV,33,0.72,bear,2026,weighted_v1,Medium,12,False
,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,66.0,0.4,9.0,11.0,13.0,13.0,00-0033681,Keelan Cole,WR,LV,33,0.72,base,2026,weighted_v1,Medium,12,False
,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,51.0,0.4,7.5,9.0,10.5,10.5,00-0033681,Keelan Cole,WR,LV,33,0.72,bull,2026,weighted_v1,Medium,12,False
,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,67.0,0.8,11.5,14.5,17.5,17.5,00-0033733,Greg Ward,WR,PHI,31,0.87,bear,2026,weighted_v1,Medium,10,False
,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,49.0,0.8,9.7,12.2,14.7,14.7,00-0033733,Greg Ward,WR,PHI,31,0.87,base,2026,weighted_v1,Medium,10,False
,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,43.0,0.8,9.1,11.1,13.1,13.1,00-0033733,Greg Ward,WR,PHI,31,0.87,bull,2026,weighted_v1,Medium,10,False
,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.3,0.3,0.3,0.3,00-0033839,Dede Westbrook,WR,MIN,33,0.72,bear,2026,weighted_v1,High,15,False
,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.2,0.2,0.2,0.2,00-0033839,Dede Westbrook,WR,MIN,33,0.72,base,2026,weighted_v1,High,15,False
,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1,0.1,0.1,0.1,00-0033839,Dede Westbrook,WR,MIN,33,0.72,bull,2026,weighted_v1,High,15,False
,,0.0,0.0,0.0,0.0,0.0,0.0,38.0,26.0,278.0,1.4,36.2,49.2,62.2,62.2,00-0033857,JuJu Smith-Schuster,WR,KC,30,0.93,bear,2026,weighted_v1,High,17,False
,,0.0,0.0,0.0,0.0,0.0,0.0,43.0,30.0,325.0,2.1,45.1,60.1,75.1,75.1,00-0033857,JuJu Smith-Schuster,WR,KC,30,0.93,base,2026,weighted_v1,High,17,False
,,0.0,0.0,0.0,0.0,0.0,0.0,33.0,23.0,249.0,2.1,37.5,49.0,60.5,60.5,00-0033857,JuJu Smith-Schuster,WR,KC,30,0.93,bull,2026,weighted_v1,High,17,False
,,0.0,0.0,0.0,0.0,0.0,0.0,35.0,25.0,220.0,1.8,32.8,45.3,57.8,70.3,00-0033858,Jonnu Smith,TE,PIT,31,0.97,bear,2026,weighted_v1,High,17,False
,,0.0,0.0,0.0,0.0,0.0,0.0,35.0,26.0,221.0,2.7,38.3,51.3,64.3,77.3,00-0033858,Jonnu Smith,TE,PIT,31,0.97,base,2026,weighted_v1,High,17,False
,,0.0,0.0,0.0,0.0,0.0,0.0,46.0,34.0,290.0,3.7,51.2,68.2,85.2,102.2,00-0033858,Jonnu Smith,TE,PIT,31,0.97,bull,2026,weighted_v1,High,17,False
,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,109.0,0.5,13.9,17.4,20.9,20.9,00-0033871,Corey Davis,WR,NYJ,32,0.8,bear,2026,weighted_v1,Medium,13,False
,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,74.0,0.5,10.4,12.9,15.4,15.4,00-0033871,Corey Davis,WR,NYJ,32,0.8,base,2026,weighted_v1,Medium,13,False
,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,64.0,0.5,9.4,11.4,13.4,13.4,00-0033871,Corey Davis,WR,NYJ,32,0.8,bull,2026,weighted_v1,Medium,13,False
577.0,374.0,4093.0,26.4,12.1,73.0,441.0,4.1,0.0,0.0,0.0,0.0,313.8,313.8,313.8,313.8,00-0033873,Patrick Mahomes,QB,KC,31,1.02,bear,2026,weighted_v1,High,14,False
598.0,388.0,4247.0,27.4,12.6,73.0,441.0,4.1,0.0,0.0,0.0,0.0,323.0,323.0,323.0,323.0,00-0033873,Patrick Mahomes,QB,KC,31,1.02,base,2026,weighted_v1,High,14,False
668.0,433.0,4740.0,30.6,14.0,73.0,441.0,4.1,0.0,0.0,0.0,0.0,352.7,352.7,352.7,352.7,00-0033873,Patrick Mahomes,QB,KC,31,1.02,bull,2026,weighted_v1,High,14,False
,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,64.0,0.5,9.4,11.9,14.4,16.9,00-0033879,O.J. Howard,TE,HOU,32,0.92,bear,2026,weighted_v1,Medium,11,False
,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,43.0,0.5,7.3,9.3,11.3,13.3,00-0033879,O.J. Howard,TE,HOU,32,0.92,base,2026,weighted_v1,Medium,11,False
,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,34.0,0.5,6.4,7.9,9.4,10.9,00-0033879,O.J. Howard,TE,HOU,32,0.92,bull,2026,weighted_v1,Medium,11,False
,,0.0,0.0,0.0,0.0,0.0,0.0,75.0,52.0,460.0,1.1,52.6,78.6,104.6,130.6,00-0033881,Evan Engram,TE,DEN,32,0.92,bear,2026,weighted_v1,High,16,False
,,0.0,0.0,0.0,0.0,0.0,0.0,58.0,41.0,355.0,1.2,42.7,63.2,83.7,104.2,00-0033881,Evan Engram,TE,DEN,32,0.92,base,2026,weighted_v1,High,16,False
,,0.0,0.0,0.0,0.0,0.0,0.0,66.0,46.0,404.0,1.7,50.6,73.6,96.6,119.6,00-0033881,Evan Engram,TE,DEN,32,0.92,bull,2026,weighted_v1,High,16,False
,,0.0,0.0,0.0,0.0,0.0,0.0,38.0,26.0,231.0,2.1,35.7,48.7,61.7,74.7,00-0033885,David Njoku,TE,CLE,30,1.0,bear,2026,weighted_v1,Medium,11,False
,,0.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,365.0,4.6,64.1,84.1,104.1,124.1,00-0033885,David Njoku,TE,CLE,30,1.0,base,2026,weighted_v1,Medium,11,False
,,0.0,0.0,0.0,0.0,0.0,0.0,62.0,41.0,374.0,5.5,70.4,90.9,111.4,131.9,00-0033885,David Njoku,TE,CLE,30,1.0,bull,2026,weighted_v1,Medium,11,False
,,0.0,0.0,0.0,0.0,0.0,0.0,29.0,19.0,236.0,0.8,28.4,37.9,47.4,47.4,00-0033891,Zay Jones,WR,ARI,31,0.87,bear,2026,weighted_v1,Low,6,False
,,0.0,0.0,0.0,0.0,0.0,0.0,35.0,22.0,279.0,1.3,35.7,46.7,57.7,57.7,00-0033891,Zay Jones,WR,ARI,31,0.87,base,2026,weighted_v1,Low,6,False
,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,20.0,247.0,1.5,33.7,43.7,53.7,53.7,00-0033891,Zay Jones,WR,ARI,31,0.87,bull,2026,weighted_v1,Low,6,False
,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,55.0,0.4,7.9,10.9,13.9,16.9,00-0033895,Gerald Everett,TE,CHI,32,0.92,bear,2026,weighted_v1,Medium,10,False
,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,40.0,0.4,6.4,8.9,11.4,13.9,00-0033895,Gerald Everett,TE,CHI,32,0.92,base,2026,weighted_v1,Medium,10,False
,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,31.0,0.4,5.5,7.5,9.5,11.5,00-0033895,Gerald Everett,TE,CHI,32,0.92,bull,2026,weighted_v1,Medium,10,False
,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,49.0,0.3,6.7,9.2,11.7,14.2,00-0033896,Adam Shaheen,TE,MIA,32,0.92,bear,2026,weighted_v1,Low,7,False
,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,39.0,0.3,5.7,7.7,9.7,11.7,00-0033896,Adam Shaheen,TE,MIA,32,0.92,base,2026,weighted_v1,Low,7,False
